scenario,target,profile,method,confidence_level,center_empirical_coverage,q025_empirical_coverage,q25_empirical_coverage,q75_empirical_coverage,q975_empirical_coverage,center_relative_ci_width,q025_relative_ci_width,q25_relative_ci_width,q75_relative_ci_width,q975_relative_ci_width,center_coverage_error,q025_coverage_error,q25_coverage_error,q75_coverage_error,q975_coverage_error,n_seeds,n_replicates
logistic_glm,beta_0,P2,naive_ml,0.95,0.0,0.0,0.0,0.0,0.0,0.0037016917042471723,0.0037016917042471723,0.0037016917042471723,0.0037016917042471723,0.0037016917042471723,-0.95,-0.95,-0.95,-0.95,-0.95,1,200
logistic_glm,beta_0,P2,naive_ml,0.975,0.0,0.0,0.0,0.0,0.0,0.003701691704247186,0.003701691704247186,0.003701691704247186,0.003701691704247186,0.003701691704247186,-0.975,-0.975,-0.975,-0.975,-0.975,1,200
logistic_glm,beta_0,P2,ppi,0.9,0.9,0.9,0.9,0.9,0.9,1.0127598170392509,1.0127598170392509,1.0127598170392509,1.0127598170392509,1.0127598170392509,0.0,0.0,0.0,0.0,0.0,1,200
logistic_glm,beta_0,P2,ppi,0.95,0.955,0.955,0.955,0.955,0.955,1.0127598170392522,1.0127598170392522,1.0127598170392522,1.0127598170392522,1.0127598170392522,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,1,200
logistic_glm,beta_0,P2,ppi,0.975,0.99,0.99,0.99,0.99,0.99,1.0127598170392516,1.0127598170392516,1.0127598170392516,1.0127598170392516,1.0127598170392516,0.015000000000000013,0.015000000000000013,0.015000000000000013,0.015000000000000013,0.015000000000000013,1,200
logistic_glm,beta_0,P2,ppi_plus_plus,0.9,0.88,0.88,0.88,0.88,0.88,0.9735184065212754,0.9735184065212754,0.9735184065212754,0.9735184065212754,0.9735184065212754,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018,-0.020000000000000018,1,200
logistic_glm,beta_0,P2,ppi_plus_plus,0.95,0.94,0.94,0.94,0.94,0.94,0.9735184065212756,0.9735184065212756,0.9735184065212756,0.9735184065212756,0.9735184065212756,-0.010000000000000009,-0.010000000000000009,-0.010000000000000009,-0.010000000000000009,-0.010000000000000009,1,200
logistic_glm,beta_0,P2,ppi_plus_plus,0.975,0.98,0.98,0.98,0.98,0.98,0.9735184065212762,0.9735184065212762,0.9735184065212762,0.9735184065212762,0.9735184065212762,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,1,200
logistic_glm,beta_0,P3,naive_ml,0.9,0.0,0.0,0.0,0.0,0.0,0.0021240262420621292,0.0021240262420621292,0.0021240262420621292,0.0021240262420621292,0.0021240262420621292,-0.9,-0.9,-0.9,-0.9,-0.9,1,200
logistic_glm,beta_0,P3,naive_ml,0.95,0.0,0.0,0.0,0.0,0.0,0.0021240262420621466,0.0021240262420621466,0.0021240262420621466,0.0021240262420621466,0.0021240262420621466,-0.95,-0.95,-0.95,-0.95,-0.95,1,200
logistic_glm,beta_0,P3,naive_ml,0.975,0.0,0.0,0.0,0.0,0.0,0.002124026242062132,0.002124026242062132,0.002124026242062132,0.002124026242062132,0.002124026242062132,-0.975,-0.975,-0.975,-0.975,-0.975,1,200
logistic_glm,beta_0,P3,ppi,0.9,0.905,0.905,0.905,0.905,0.905,1.01680482499671,1.01680482499671,1.01680482499671,1.01680482499671,1.01680482499671,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,0.0050000000000000044,1,200
