seed,scenario,target,profile,scenario_signature,method,confidence_level,n_labeled,n_unlabeled,n_replicates,n_successful_replicates,n_failed_replicates,average_ci_width,empirical_coverage
0,lr,beta_1,P4,lr:P4,ppi_plus_plus_v2,0.9,60,600,2000,2000,0,0.7000001723051748,0.8925
0,lr,beta_1,baseline,lr:baseline,classic,0.9,60,600,2000,2000,0,0.7244698107365527,0.885
0,lr,beta_1,P1,lr:P1,naive_ml,0.95,60,600,2000,2000,0,0.005535584042605783,0.9435
0,lr,beta_1,P1,lr:P1,ppi,0.95,60,600,2000,2000,0,0.8777169221326223,0.95
0,lr,beta_1,P1,lr:P1,ppi_plus_plus_v1,0.95,60,600,2000,2000,0,0.8556887496465269,0.9325
0,lr,beta_1,P1,lr:P1,ppi_plus_plus_v2,0.95,60,600,2000,2000,0,0.8293521750235466,0.9375
0,lr,beta_1,P2,lr:P2,naive_ml,0.95,60,600,2000,2000,0,3.4861002973229916e-17,1.0
0,lr,beta_1,P2,lr:P2,ppi,0.95,60,600,2000,2000,0,0.8794307830937541,0.9515
0,lr,beta_1,P2,lr:P2,ppi_plus_plus_v1,0.95,60,600,2000,2000,0,0.8557989553126197,0.932
0,lr,beta_1,P2,lr:P2,ppi_plus_plus_v2,0.95,60,600,2000,2000,0,0.8299383532709975,0.9375
0,lr,beta_1,P3,lr:P3,naive_ml,0.95,60,600,2000,2000,0,3.11972669919669e-17,1.0
0,lr,beta_1,P3,lr:P3,ppi,0.95,60,600,2000,2000,0,0.8796611647200074,0.95
0,lr,beta_1,P3,lr:P3,ppi_plus_plus_v1,0.95,60,600,2000,2000,0,0.8557593201686874,0.9335
0,lr,beta_1,P3,lr:P3,ppi_plus_plus_v2,0.95,60,600,2000,2000,0,0.8299556244252906,0.937
0,lr,beta_1,P4,lr:P4,naive_ml,0.95,60,600,2000,2000,0,0.05535584042605785,0.9435
0,lr,beta_1,P4,lr:P4,ppi,0.95,60,600,2000,2000,0,0.8968539562152823,0.95
0,lr,beta_1,P4,lr:P4,ppi_plus_plus_v1,0.95,60,600,2000,2000,0,0.8528689802303326,0.9315
0,lr,beta_1,P4,lr:P4,ppi_plus_plus_v2,0.95,60,600,2000,2000,0,0.8341016516057769,0.9355
0,lr,beta_1,baseline,lr:baseline,classic,0.95,60,600,2000,2000,0,0.8632590241855483,0.935
0,lr,beta_1,P1,lr:P1,naive_ml,0.975,60,600,2000,2000,0,0.006330459778777358,0.97
0,lr,beta_1,P1,lr:P1,ppi,0.975,60,600,2000,2000,0,1.0037516601585685,0.9715
0,lr,beta_1,P1,lr:P1,ppi_plus_plus_v1,0.975,60,600,2000,2000,0,0.9785603779289217,0.9615
0,lr,beta_1,P1,lr:P1,ppi_plus_plus_v2,0.975,60,600,2000,2000,0,0.9484420335810976,0.964
0,lr,beta_1,P2,lr:P2,naive_ml,0.975,60,600,2000,2000,0,5.46229728115577e-17,1.0
0,lr,beta_1,P2,lr:P2,ppi,0.975,60,600,2000,2000,0,1.005711620986072,0.973
0,lr,beta_1,P2,lr:P2,ppi_plus_plus_v1,0.975,60,600,2000,2000,0,0.97868640844914,0.9615
0,lr,beta_1,P2,lr:P2,ppi_plus_plus_v2,0.975,60,600,2000,2000,0,0.949112383410513,0.964
0,lr,beta_1,P3,lr:P3,naive_ml,0.975,60,600,2000,2000,0,4.984901380566953e-17,1.0
0,lr,beta_1,P3,lr:P3,ppi,0.975,60,600,2000,2000,0,1.0059750839933246,0.972
0,lr,beta_1,P3,lr:P3,ppi_plus_plus_v1,0.975,60,600,2000,2000,0,0.97864108194293,0.961
0,lr,beta_1,P3,lr:P3,ppi_plus_plus_v2,0.975,60,600,2000,2000,0,0.9491321345960672,0.9625
0,lr,beta_1,P4,lr:P4,naive_ml,0.975,60,600,2000,2000,0,0.0633045977877736,0.97
0,lr,beta_1,P4,lr:P4,ppi,0.975,60,600,2000,2000,0,1.0256366543367674,0.9695
0,lr,beta_1,P4,lr:P4,ppi_plus_plus_v1,0.975,60,600,2000,2000,0,0.9753357070112302,0.9605
0,lr,beta_1,P4,lr:P4,ppi_plus_plus_v2,0.975,60,600,2000,2000,0,0.9538735057153159,0.963
0,lr,beta_1,baseline,lr:baseline,classic,0.975,60,600,2000,2000,0,0.9872176972135233,0.963
0,lr,beta_2,P1,lr:P1,naive_ml,0.9,60,600,2000,2000,0,0.0053685607779629715,0.906
0,lr,beta_2,P1,lr:P1,ppi,0.9,60,600,2000,2000,0,0.8522907523226755,0.891
0,lr,beta_2,P1,lr:P1,ppi_plus_plus_v1,0.9,60,600,2000,2000,0,0.8386947514427173,0.8805
0,lr,beta_2,P1,lr:P1,ppi_plus_plus_v2,0.9,60,600,2000,2000,0,0.8326793829697239,0.8855
0,lr,beta_2,P2,lr:P2,naive_ml,0.9,60,600,2000,2000,0,3.0309088572266776e-17,1.0
0,lr,beta_2,P2,lr:P2,ppi,0.9,60,600,2000,2000,0,0.853820643652452,0.893
0,lr,beta_2,P2,lr:P2,ppi_plus_plus_v1,0.9,60,600,2000,2000,0,0.8386473448265204,0.88
0,lr,beta_2,P2,lr:P2,ppi_plus_plus_v2,0.9,60,600,2000,2000,0,0.832823390214044,0.885
0,lr,beta_2,P3,lr:P3,naive_ml,0.9,60,600,2000,2000,0,5.750955267558311e-17,0.0
0,lr,beta_2,P3,lr:P3,ppi,0.9,60,600,2000,2000,0,0.8521293144847202,0.8925
0,lr,beta_2,P3,lr:P3,ppi_plus_plus_v1,0.9,60,600,2000,2000,0,0.838824518970437,0.88
0,lr,beta_2,P3,lr:P3,ppi_plus_plus_v2,0.9,60,600,2000,2000,0,0.8326256924308544,0.885
0,lr,beta_2,P4,lr:P4,naive_ml,0.9,60,600,2000,2000,0,0.05368560777962949,0.906
0,lr,beta_2,P4,lr:P4,ppi,0.9,60,600,2000,2000,0,0.8705460074674146,0.8895
0,lr,beta_2,P4,lr:P4,ppi_plus_plus_v1,0.9,60,600,2000,2000,0,0.8371473337438188,0.8775
0,lr,beta_2,P4,lr:P4,ppi_plus_plus_v2,0.9,60,600,2000,2000,0,0.8339501885721057,0.8855
0,lr,beta_2,baseline,lr:baseline,classic,0.9,60,600,2000,2000,0,0.8445632759065239,0.8845
0,lr,beta_2,P1,lr:P1,naive_ml,0.95,60,600,2000,2000,0,0.006397034727718167,0.957
0,lr,beta_2,P1,lr:P1,ppi,0.95,60,600,2000,2000,0,1.0155670702474426,0.952
0,lr,beta_2,P1,lr:P1,ppi_plus_plus_v1,0.95,60,600,2000,2000,0,0.9993664359649392,0.936
0,lr,beta_2,P1,lr:P1,ppi_plus_plus_v2,0.95,60,600,2000,2000,0,0.9921986823316532,0.9405
0,lr,beta_2,P2,lr:P2,naive_ml,0.95,60,600,2000,2000,0,4.662936703425657e-17,1.0
0,lr,beta_2,P2,lr:P2,ppi,0.95,60,600,2000,2000,0,1.0173900482057787,0.949
0,lr,beta_2,P2,lr:P2,ppi_plus_plus_v1,0.95,60,600,2000,2000,0,0.9993099474976059,0.9365
0,lr,beta_2,P2,lr:P2,ppi_plus_plus_v2,0.95,60,600,2000,2000,0,0.9923702775470288,0.9395
0,lr,beta_2,P3,lr:P3,naive_ml,0.95,60,600,2000,2000,0,7.038813976123493e-17,0.0
0,lr,beta_2,P3,lr:P3,ppi,0.95,60,600,2000,2000,0,1.015374705198696,0.9515
0,lr,beta_2,P3,lr:P3,ppi_plus_plus_v1,0.95,60,600,2000,2000,0,0.9995210635114435,0.9365
0,lr,beta_2,P3,lr:P3,ppi_plus_plus_v2,0.95,60,600,2000,2000,0,0.9921347061086205,0.941
0,lr,beta_2,P4,lr:P4,naive_ml,0.95,60,600,2000,2000,0,0.06397034727718164,0.957
0,lr,beta_2,P4,lr:P4,ppi,0.95,60,600,2000,2000,0,1.0373195484169424,0.9515
0,lr,beta_2,P4,lr:P4,ppi_plus_plus_v1,0.95,60,600,2000,2000,0,0.9975225740496985,0.9355
0,lr,beta_2,P4,lr:P4,ppi_plus_plus_v2,0.95,60,600,2000,2000,0,0.9937129406043698,0.9395
0,lr,beta_2,baseline,lr:baseline,classic,0.95,60,600,2000,2000,0,1.0063592141690223,0.939
0,lr,beta_2,P1,lr:P1,naive_ml,0.975,60,600,2000,2000,0,0.007315609470576986,0.9765
0,lr,beta_2,P1,lr:P1,ppi,0.975,60,600,2000,2000,0,1.161396239560272,0.9765
0,lr,beta_2,P1,lr:P1,ppi_plus_plus_v1,0.975,60,600,2000,2000,0,1.142869294087727,0.9685
0,lr,beta_2,P1,lr:P1,ppi_plus_plus_v2,0.975,60,600,2000,2000,0,1.1346722952289814,0.9725
0,lr,beta_2,P2,lr:P2,naive_ml,0.975,60,600,2000,2000,0,6.872280522429719e-17,1.0
0,lr,beta_2,P2,lr:P2,ppi,0.975,60,600,2000,2000,0,1.1634809859129644,0.974
0,lr,beta_2,P2,lr:P2,ppi_plus_plus_v1,0.975,60,600,2000,2000,0,1.1428046942247905,0.9685
0,lr,beta_2,P2,lr:P2,ppi_plus_plus_v2,0.975,60,600,2000,2000,0,1.1348685304592327,0.9715
0,lr,beta_2,P3,lr:P3,naive_ml,0.975,60,600,2000,2000,0,8.237854842718661e-17,0.0
0,lr,beta_2,P3,lr:P3,ppi,0.975,60,600,2000,2000,0,1.161176252076644,0.9765
0,lr,beta_2,P3,lr:P3,ppi_plus_plus_v1,0.975,60,600,2000,2000,0,1.143046125196474,0.9685
0,lr,beta_2,P3,lr:P3,ppi_plus_plus_v2,0.975,60,600,2000,2000,0,1.1345991324147997,0.972
0,lr,beta_2,P4,lr:P4,naive_ml,0.975,60,600,2000,2000,0,0.0731560947057699,0.9765
0,lr,beta_2,P4,lr:P4,ppi,0.975,60,600,2000,2000,0,1.1862722394693812,0.9735
0,lr,beta_2,P4,lr:P4,ppi_plus_plus_v1,0.975,60,600,2000,2000,0,1.1407606649706863,0.967
0,lr,beta_2,P4,lr:P4,ppi_plus_plus_v2,0.975,60,600,2000,2000,0,1.136403991652761,0.972
0,lr,beta_2,baseline,lr:baseline,classic,0.975,60,600,2000,2000,0,1.1508661921245258,0.9695
0,mean,theta,P1,mean:P1,naive_ml,0.9,60,600,2000,2000,0,0.08067532104050314,0.894
0,mean,theta,P1,mean:P1,ppi,0.9,60,600,2000,2000,0,0.4309903093910255,0.8865
0,mean,theta,P1,mean:P1,ppi_plus_plus_v1,0.9,60,600,2000,2000,0,0.4247596172072135,0.8795
0,mean,theta,P1,mean:P1,ppi_plus_plus_v2,0.9,60,600,2000,2000,0,0.42773473516773336,0.8825
0,mean,theta,P2,mean:P2,naive_ml,0.9,60,600,2000,2000,0,0.08063016459517279,0.22
0,mean,theta,P2,mean:P2,ppi,0.9,60,600,2000,2000,0,0.43089991305645514,0.8875
0,mean,theta,P2,mean:P2,ppi_plus_plus_v1,0.9,60,600,2000,2000,0,0.4246907607516998,0.879
0,mean,theta,P2,mean:P2,ppi_plus_plus_v2,0.9,60,600,2000,2000,0,0.4276681270047094,0.8825
0,mean,theta,P3,mean:P3,naive_ml,0.9,60,600,2000,2000,0,0.07691640610824457,0.8955
0,mean,theta,P3,mean:P3,ppi,0.9,60,600,2000,2000,0,0.4310523741838326,0.8815
0,mean,theta,P3,mean:P3,ppi_plus_plus_v1,0.9,60,600,2000,2000,0,0.4255377777313118,0.8775
0,mean,theta,P3,mean:P3,ppi_plus_plus_v2,0.9,60,600,2000,2000,0,0.42862813959902296,0.88
0,mean,theta,P4,mean:P4,naive_ml,0.9,60,600,2000,2000,0,0.08498454018250162,0.8965
0,mean,theta,P4,mean:P4,ppi,0.9,60,600,2000,2000,0,0.43993144369567255,0.881
0,mean,theta,P4,mean:P4,ppi_plus_plus_v1,0.9,60,600,2000,2000,0,0.4310539888086408,0.8745
0,mean,theta,P4,mean:P4,ppi_plus_plus_v2,0.9,60,600,2000,2000,0,0.4339157384039574,0.8785
0,mean,theta,baseline,mean:baseline,classic,0.9,60,600,2000,2000,0,0.493557230812561,0.8945
0,mean,theta,P1,mean:P1,naive_ml,0.95,60,600,2000,2000,0,0.09613057422844908,0.9485
0,mean,theta,P1,mean:P1,ppi,0.95,60,600,2000,2000,0,0.5135566291438199,0.9395
0,mean,theta,P1,mean:P1,ppi_plus_plus_v1,0.95,60,600,2000,2000,0,0.5061323014839423,0.9355
0,mean,theta,P1,mean:P1,ppi_plus_plus_v2,0.95,60,600,2000,2000,0,0.5096773731893096,0.937
0,mean,theta,P2,mean:P2,naive_ml,0.95,60,600,2000,2000,0,0.09607676700507892,0.3255
0,mean,theta,P2,mean:P2,ppi,0.95,60,600,2000,2000,0,0.513448915267527,0.9375
0,mean,theta,P2,mean:P2,ppi_plus_plus_v1,0.95,60,600,2000,2000,0,0.5060502539566115,0.935
0,mean,theta,P2,mean:P2,ppi_plus_plus_v2,0.95,60,600,2000,2000,0,0.5095980046677189,0.9365
0,mean,theta,P3,mean:P3,naive_ml,0.95,60,600,2000,2000,0,0.0916515508263297,0.949
0,mean,theta,P3,mean:P3,ppi,0.95,60,600,2000,2000,0,0.5136305839058831,0.939
0,mean,theta,P3,mean:P3,ppi_plus_plus_v1,0.95,60,600,2000,2000,0,0.5070595369390811,0.935
0,mean,theta,P3,mean:P3,ppi_plus_plus_v2,0.95,60,600,2000,2000,0,0.5107419302296848,0.9375
0,mean,theta,P4,mean:P4,naive_ml,0.95,60,600,2000,2000,0,0.10126532554091759,0.9475
0,mean,theta,P4,mean:P4,ppi,0.95,60,600,2000,2000,0,0.5242106477938098,0.934
0,mean,theta,P4,mean:P4,ppi_plus_plus_v1,0.95,60,600,2000,2000,0,0.5136325078500081,0.932
0,mean,theta,P4,mean:P4,ppi_plus_plus_v2,0.95,60,600,2000,2000,0,0.5170424928162629,0.934
0,mean,theta,baseline,mean:baseline,classic,0.95,60,600,2000,2000,0,0.5881097143548328,0.9415
0,mean,theta,P1,mean:P1,naive_ml,0.975,60,600,2000,2000,0,0.10993433194765567,0.973
0,mean,theta,P1,mean:P1,ppi,0.975,60,600,2000,2000,0,0.587300194504689,0.9645
0,mean,theta,P1,mean:P1,ppi_plus_plus_v1,0.975,60,600,2000,2000,0,0.5788097791711716,0.9615
0,mean,theta,P1,mean:P1,ppi_plus_plus_v2,0.975,60,600,2000,2000,0,0.5828639013145589,0.963
0,mean,theta,P2,mean:P2,naive_ml,0.975,60,600,2000,2000,0,0.10987279833878388,0.4285
0,mean,theta,P2,mean:P2,ppi,0.975,60,600,2000,2000,0,0.587177013579923,0.964
0,mean,theta,P2,mean:P2,ppi_plus_plus_v1,0.975,60,600,2000,2000,0,0.57871595012482,0.9615
0,mean,theta,P2,mean:P2,ppi_plus_plus_v2,0.975,60,600,2000,2000,0,0.5827731359626529,0.963
0,mean,theta,P3,mean:P3,naive_ml,0.975,60,600,2000,2000,0,0.1048121484025978,0.9735
0,mean,theta,P3,mean:P3,ppi,0.975,60,600,2000,2000,0,0.587384768714579,0.9655
0,mean,theta,P3,mean:P3,ppi_plus_plus_v1,0.975,60,600,2000,2000,0,0.5798701599203441,0.9615
0,mean,theta,P3,mean:P3,ppi_plus_plus_v2,0.975,60,600,2000,2000,0,0.5840813221818839,0.964
0,mean,theta,P4,mean:P4,naive_ml,0.975,60,600,2000,2000,0,0.11580640188777758,0.971
0,mean,theta,P4,mean:P4,ppi,0.975,60,600,2000,2000,0,0.5994840645402636,0.9645
0,mean,theta,P4,mean:P4,ppi_plus_plus_v1,0.975,60,600,2000,2000,0,0.5873869689252186,0.9625
0,mean,theta,P4,mean:P4,ppi_plus_plus_v2,0.975,60,600,2000,2000,0,0.5912866067066993,0.9645
0,mean,theta,baseline,mean:baseline,classic,0.975,60,600,2000,2000,0,0.6725586430585508,0.9715
