scenario,target,profile,scenario_signature,method,confidence_level,seed0_average_ci_width,seed0_empirical_coverage,average_ci_width_median_seed1_29,average_ci_width_q25_seed1_29,average_ci_width_q75_seed1_29,average_ci_width_min_seed1_29,average_ci_width_max_seed1_29,empirical_coverage_median_seed1_29,empirical_coverage_q25_seed1_29,empirical_coverage_q75_seed1_29,empirical_coverage_min_seed1_29,empirical_coverage_max_seed1_29
logistic_glm,beta_2,P1,logistic_glm:P1,ppi_plus_plus_v1,0.9,1.8678664659514517,0.912,1.8726095871625579,1.871547167312386,1.874323419899576,1.8696797682201234,1.8789593248276562,0.8975,0.8945,0.9005,0.881,0.9095
logistic_glm,beta_2,P1,logistic_glm:P1,ppi_plus_plus_v1,0.95,2.2257001724707006,0.9605,2.2313519499880186,2.230085998654304,2.233394107651798,2.2278608553919343,2.2389181290880673,0.9505,0.9475,0.954,0.9385,0.9585
logistic_glm,beta_2,P1,logistic_glm:P1,ppi_plus_plus_v1,0.975,2.5452969935962106,0.984,2.551760331516203,2.5503125973768204,2.5540957304285934,2.5477679372621767,2.5604129672820544,0.9765,0.975,0.979,0.9715,0.9825
logistic_glm,beta_2,P1,logistic_glm:P1,ppi_plus_plus_v2,0.9,1.8549741031546247,0.917,1.8591049590043758,1.8582882671614118,1.8604373636973892,1.8571021975000317,1.8643199326123086,0.9025,0.8995,0.907,0.8915,0.915
logistic_glm,beta_2,P1,logistic_glm:P1,ppi_plus_plus_v2,0.95,2.210337974677925,0.9655,2.215260193018921,2.2142870446655087,2.216847851135335,2.212873755494133,2.2214742173456994,0.954,0.951,0.958,0.942,0.961
logistic_glm,beta_2,P1,logistic_glm:P1,ppi_plus_plus_v2,0.975,2.5277288789235173,0.984,2.5333578974679387,2.532245011011392,2.5351735335003833,2.5306287822293374,2.540464217372438,0.9785,0.9765,0.98,0.9705,0.9835
logistic_glm,beta_2,P2,logistic_glm:P2,naive_ml,0.9,0.006813216877602171,0.116,0.006809234914603065,0.006807107002540292,0.006812254823774416,0.006796343912928976,0.006821824772117876,0.11,0.104,0.1135,0.096,0.121
logistic_glm,beta_2,P2,logistic_glm:P2,naive_ml,0.95,0.008118448645008011,0.1905,0.00811370384344142,0.008111168279828315,0.008117302287166393,0.008098343267526387,0.008128705583958108,0.1805,0.1765,0.1855,0.166,0.195
logistic_glm,beta_2,P2,logistic_glm:P2,naive_ml,0.975,0.009284207812171544,0.274,0.009278781686356404,0.009275882031442709,0.009282896844412303,0.00926121542645307,0.009295937584310696,0.266,0.262,0.2705,0.2445,0.291
logistic_glm,beta_2,P2,logistic_glm:P2,ppi,0.9,1.9209981587496028,0.919,1.9295026069434336,1.9268389456180752,1.9325816793259836,1.922979956904446,1.9406353750130203,0.9115,0.9085,0.915,0.8965,0.9235
logistic_glm,beta_2,P2,logistic_glm:P2,ppi,0.95,2.2890104893376373,0.971,2.2991441643924664,2.2959702161583184,2.302813105431787,2.2913719474907976,2.3124096757468604,0.9625,0.9585,0.965,0.9505,0.9685
logistic_glm,beta_2,P2,logistic_glm:P2,ppi,0.975,2.617698281594561,0.989,2.6292870899031375,2.625657382273095,2.6334828682530578,2.62039883057779,2.644457446893034,0.9835,0.982,0.986,0.9785,0.9895
logistic_glm,beta_2,P2,logistic_glm:P2,ppi_plus_plus_v1,0.9,1.8669246302024152,0.913,1.8726000473683713,1.8713321310070725,1.874186446144181,1.868796440336153,1.8795320013626013,0.8975,0.8945,0.9,0.881,0.908
logistic_glm,beta_2,P2,logistic_glm:P2,ppi_plus_plus_v1,0.95,2.224577905955787,0.9595,2.2313405826221246,2.229829767092501,2.2332308933554033,2.2268083052982646,2.239600515268141,0.9505,0.9475,0.955,0.9385,0.9585
logistic_glm,beta_2,P2,logistic_glm:P2,ppi_plus_plus_v1,0.975,2.544013576529633,0.984,2.5517473318666624,2.550019572542662,2.5539090795656088,2.54656424746507,2.561193339910006,0.9765,0.9745,0.979,0.9705,0.9825
logistic_glm,beta_2,P2,logistic_glm:P2,ppi_plus_plus_v2,0.9,1.856360416690537,0.9145,1.8604556688258136,1.8592696809813392,1.8625583276645972,1.858122506278532,1.8659937772961317,0.9025,0.8995,0.9065,0.891,0.9145
logistic_glm,beta_2,P2,logistic_glm:P2,ppi_plus_plus_v2,0.95,2.2119898691426663,0.9645,2.2168696630411735,2.215456471360665,2.2193751355818825,2.214089528391001,2.223468726305192,0.955,0.9515,0.9575,0.9395,0.961
logistic_glm,beta_2,P2,logistic_glm:P2,ppi_plus_plus_v2,0.975,2.529617975247837,0.9845,2.5351984774614174,2.5335823601693104,2.5380637204102476,2.5320191326177555,2.5427451255204,0.9785,0.9765,0.9805,0.972,0.9835
logistic_glm,beta_2,P3,logistic_glm:P3,naive_ml,0.9,0.003974838636027112,0.0,0.003971557042376411,0.003969635203201361,0.003973547235257806,0.003967140613815345,0.003978959271176186,0.0,0.0,0.0,0.0,0.0
logistic_glm,beta_2,P3,logistic_glm:P3,naive_ml,0.95,0.004736312364407927,0.0,0.004732402104393357,0.004730112091771284,0.004734773565480177,0.004727139605178736,0.004741222404032892,0.0,0.0,0.0,0.0,0.0
logistic_glm,beta_2,P3,logistic_glm:P3,naive_ml,0.975,0.005416417615890109,0.0,0.005411945866648087,0.005409327022333676,0.005414657854924566,0.005405927704994758,0.005422032706929976,0.0,0.0,0.0,0.0,0.0
logistic_glm,beta_2,P3,logistic_glm:P3,ppi,0.9,1.9138532114323648,0.925,1.9209702251309753,1.9189619389979586,1.9256668815251354,1.9155462063373883,1.9357981771797674,0.912,0.909,0.9185,0.903,0.9245
logistic_glm,beta_2,P3,logistic_glm:P3,ppi,0.95,2.2804967594933787,0.973,2.288977204378068,2.286584183852193,2.294573615651076,2.2825140873488623,2.3066457990201283,0.963,0.959,0.9655,0.953,0.97
logistic_glm,beta_2,P3,logistic_glm:P3,ppi,0.975,2.6079620326402155,0.989,2.617660217120036,2.614923573601966,2.624060238544433,2.6102690363369327,2.6378659130083344,0.9845,0.9815,0.986,0.9785,0.991
logistic_glm,beta_2,P3,logistic_glm:P3,ppi_plus_plus_v1,0.9,1.8679467005711048,0.9125,1.8731210967153085,1.871334867564814,1.87478513560919,1.8696678120102548,1.878753740673401,0.8975,0.894,0.9,0.8805,0.9095
logistic_glm,beta_2,P3,logistic_glm:P3,ppi_plus_plus_v1,0.95,2.225795777916843,0.9615,2.231961451213364,2.229833027902172,2.233944275853465,2.2278466086891653,2.23867316045891,0.95,0.948,0.9535,0.938,0.958
logistic_glm,beta_2,P3,logistic_glm:P3,ppi_plus_plus_v1,0.975,2.545406327394909,0.9845,2.5524573533593435,2.550023301584489,2.554724899391685,2.547751644820732,2.560132822668228,0.9765,0.975,0.979,0.9715,0.982
logistic_glm,beta_2,P3,logistic_glm:P3,ppi_plus_plus_v2,0.9,1.8530564145840327,0.9155,1.8573843002869208,1.8563320146244793,1.858494963406145,1.8549706079670907,1.8621773552152283,0.902,0.8995,0.9065,0.8905,0.915
logistic_glm,beta_2,P3,logistic_glm:P3,ppi_plus_plus_v2,0.95,2.208052907806109,0.966,2.2132099016977733,2.211956025993554,2.2145333384321826,2.210333809905098,2.2189211789089924,0.9545,0.9515,0.9575,0.942,0.961
logistic_glm,beta_2,P3,logistic_glm:P3,ppi_plus_plus_v2,0.975,2.525115690538602,0.984,2.5310131969551417,2.5295792724311834,2.5325266710443155,2.5277241161149884,2.537544578358227,0.9785,0.9765,0.981,0.971,0.983
logistic_glm,beta_2,P4,logistic_glm:P4,naive_ml,0.9,0.05333716255680253,0.885,0.0533471964913847,0.053329010176740146,0.05336593519160594,0.05327057648974953,0.053411577504397324,0.883,0.8785,0.8875,0.8655,0.8925
logistic_glm,beta_2,P4,logistic_glm:P4,naive_ml,0.95,0.0635551491853052,0.937,0.06356710535580082,0.06354543502530433,0.0635894338943096,0.06347580699268854,0.06364382006446889,0.9375,0.935,0.942,0.9225,0.947
logistic_glm,beta_2,P4,logistic_glm:P4,naive_ml,0.975,0.07268127672800695,0.97,0.07269494973086386,0.07267016767452693,0.07272048450982516,0.07259054148575331,0.07278268019867465,0.969,0.9645,0.971,0.958,0.9745
logistic_glm,beta_2,P4,logistic_glm:P4,ppi,0.9,1.914764585983014,0.9245,1.9222914792636336,1.9183868553972256,1.924990703598919,1.9149397548110125,1.9307316863302864,0.912,0.9085,0.9145,0.899,0.92
logistic_glm,beta_2,P4,logistic_glm:P4,ppi,0.95,2.281582729251664,0.969,2.290551575782311,2.2858989294763163,2.2937678999564923,2.2817914557842114,2.300608702812735,0.9605,0.958,0.964,0.9505,0.9685
logistic_glm,beta_2,P4,logistic_glm:P4,ppi,0.975,2.609203940959719,0.987,2.6194606585503615,2.614139920922989,2.6231388270441394,2.6094426393353363,2.63096192701023,0.984,0.982,0.9855,0.979,0.9915
logistic_glm,beta_2,P4,logistic_glm:P4,ppi_plus_plus_v1,0.9,1.867031786906114,0.9115,1.8710418092482959,1.8701169905026909,1.8727819651249151,1.8677613840296146,1.8763897122652422,0.897,0.8945,0.901,0.8835,0.9085
logistic_glm,beta_2,P4,logistic_glm:P4,ppi_plus_plus_v1,0.95,2.224705591043696,0.96,2.2294838273798008,2.2283818378751357,2.2315573509990285,2.225574959637872,2.2358562468670398,0.95,0.9485,0.9535,0.938,0.957
logistic_glm,beta_2,P4,logistic_glm:P4,ppi_plus_plus_v1,0.975,2.5441595964088584,0.9835,2.549623958020276,2.5483637296175963,2.551995226845911,2.5451538009726358,2.556911417653616,0.977,0.9745,0.979,0.971,0.981
logistic_glm,beta_2,P4,logistic_glm:P4,ppi_plus_plus_v2,0.9,1.855191372444565,0.916,1.858922510572297,1.8581768824985618,1.8605115527174882,1.8564002550528778,1.8648166059563271,0.9035,0.9005,0.907,0.8885,0.9135
logistic_glm,beta_2,P4,logistic_glm:P4,ppi_plus_plus_v2,0.95,2.2105968670050338,0.963,2.2150427923031057,2.2141543216535355,2.216936252805281,2.212037339479306,2.222066040137961,0.9545,0.951,0.958,0.9405,0.9615
logistic_glm,beta_2,P4,logistic_glm:P4,ppi_plus_plus_v2,0.975,2.5280249465924687,0.984,2.5331092793498193,2.5320932297932774,2.5352746291050527,2.5296722620321024,2.541141022268502,0.9785,0.9765,0.981,0.9735,0.983
logistic_glm,beta_2,baseline,logistic_glm:baseline,classic,0.9,1.8834116991407817,0.9145,1.8866789581369383,1.8855511293102978,1.8891884208448493,1.8829066522663018,1.8919710956334426,0.8995,0.8965,0.9025,0.886,0.912
logistic_glm,beta_2,baseline,logistic_glm:baseline,classic,0.95,2.244223460308079,0.9605,2.2481166395282215,2.2467727485918365,2.251106848776915,2.243621659838866,2.2544226102993767,0.9515,0.9495,0.956,0.94,0.9605
logistic_glm,beta_2,baseline,logistic_glm:baseline,classic,0.975,2.56648011135265,0.984,2.5709323271035,2.569395461715067,2.574351911962722,2.5657918960467585,2.5781437963948584,0.9785,0.9755,0.98,0.9715,0.983
lr,beta_0,P1,lr:P1,naive_ml,0.9,0.0037937525681643563,0.898,0.0037951064582184267,0.003792803346065398,0.003797416229550091,0.0037836240571135042,0.003802773867236518,0.9015,0.892,0.9055,0.883,0.9135
lr,beta_0,P1,lr:P1,naive_ml,0.95,0.0045205350056828145,0.956,0.0045221482651859775,0.004519403937789101,0.004524900527483627,0.0045084661403738185,0.004531284546544979,0.9495,0.945,0.952,0.936,0.9575
lr,beta_0,P1,lr:P1,naive_ml,0.975,0.005169655958932757,0.981,0.0051715008725532405,0.005168362476663669,0.00517464834274642,0.00515585407898188,0.005181949067581198,0.9745,0.9715,0.977,0.9665,0.979
lr,beta_0,P1,lr:P1,ppi,0.9,0.5990570397565735,0.8965,0.598122323891346,0.5970229605059405,0.5990058655731217,0.5935412333261338,0.6012124677549334,0.895,0.8915,0.9005,0.878,0.919
lr,beta_0,P1,lr:P1,ppi,0.95,0.7138204903886594,0.9505,0.7127067077385769,0.7113967354674818,0.7137595125880443,0.7072480016442381,0.7163888412612445,0.9465,0.944,0.9535,0.936,0.961
lr,beta_0,P1,lr:P1,ppi,0.975,0.816320711399655,0.9745,0.8150469964285915,0.8135489202166422,0.816250977562862,0.8088044537974239,0.8192578616211234,0.974,0.971,0.977,0.966,0.981
lr,beta_0,P1,lr:P1,ppi_plus_plus_v1,0.9,0.5902488050482725,0.8795,0.5892061370724568,0.5880333006298548,0.5900881339202253,0.5838158973545792,0.5911615323915161,0.8775,0.874,0.8835,0.8665,0.894
lr,beta_0,P1,lr:P1,ppi_plus_plus_v1,0.95,0.703324831375132,0.9375,0.7020824158513751,0.7006848950327507,0.7031333799175845,0.6956595490734613,0.7044124130852322,0.929,0.9255,0.935,0.9195,0.9475
lr,beta_0,P1,lr:P1,ppi_plus_plus_v1,0.975,0.804317940467898,0.962,0.8028971217356489,0.8012989255445673,0.804098997761534,0.7955519708917473,0.8055616922055543,0.96,0.9575,0.9645,0.95,0.971
lr,beta_0,P1,lr:P1,ppi_plus_plus_v2,0.9,0.5765524481854887,0.886,0.5758625125061825,0.5744098176734352,0.5767927809555135,0.5718874586512526,0.5791162858588265,0.885,0.881,0.889,0.8665,0.903
lr,beta_0,P1,lr:P1,ppi_plus_plus_v2,0.95,0.687004615563457,0.942,0.6861825064949444,0.684451513836354,0.6872909897221254,0.681445937681397,0.6900596165797241,0.936,0.9345,0.943,0.922,0.953
lr,beta_0,P1,lr:P1,ppi_plus_plus_v2,0.975,0.7856542422959253,0.9695,0.7847140834342918,0.7827345309032067,0.7859817380180008,0.7792973725447461,0.7891479226210287,0.9655,0.9635,0.9685,0.957,0.974
lr,beta_0,P2,lr:P2,naive_ml,0.9,3.952393967665557e-17,0.0,3.808064974464287e-17,3.7525538232330294e-17,3.902433931557425e-17,3.574918139293004e-17,4.0467629247586955e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_0,P2,lr:P2,naive_ml,0.95,5.2124971006151097e-17,0.0,5.1292303737682235e-17,5.084821452783217e-17,5.25135490647699e-17,4.873879078104437e-17,5.3956838996782606e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_0,P2,lr:P2,naive_ml,0.975,6.267208974009009e-17,0.0,6.183942247162122e-17,6.122879980807738e-17,6.283862319378385e-17,5.800915303666443e-17,6.405986852087153e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_0,P2,lr:P2,ppi,0.9,0.5994887298266037,0.8995,0.5986238780994152,0.5974479968494371,0.5995809628614759,0.593939634915625,0.6016520810082475,0.894,0.8915,0.9015,0.88,0.9185
lr,beta_0,P2,lr:P2,ppi,0.95,0.7143348808340344,0.9505,0.7133043464390665,0.7119031975086756,0.7144447832737222,0.7077227264185246,0.7169126727618155,0.9465,0.944,0.9515,0.9375,0.961
lr,beta_0,P2,lr:P2,ppi,0.975,0.8169089651412597,0.976,0.8157304523614396,0.8141281070841148,0.8170346488936313,0.8093473461221493,0.8198569120952336,0.9735,0.9715,0.977,0.967,0.9805
lr,beta_0,P2,lr:P2,ppi_plus_plus_v1,0.9,0.5901555306035718,0.8795,0.5894880759366512,0.5879664596948578,0.5901409425982854,0.5845604335847574,0.591787833550383,0.8775,0.873,0.8825,0.8675,0.8925
lr,beta_0,P2,lr:P2,ppi_plus_plus_v1,0.95,0.7032136880190911,0.9365,0.7024183667290763,0.7006052491462479,0.7031963053386543,0.6965467187111868,0.7051586969458375,0.9295,0.9255,0.9365,0.92,0.948
lr,beta_0,P2,lr:P2,ppi_plus_plus_v1,0.975,0.8041908376112371,0.962,0.8032813130879176,0.8012078429998543,0.8041709588850731,0.7965665326191741,0.8064151378269651,0.961,0.9575,0.964,0.9495,0.9705
lr,beta_0,P2,lr:P2,ppi_plus_plus_v2,0.9,0.5766059911549752,0.886,0.5759162610835903,0.5745351316651504,0.5770028330934166,0.5722560988351385,0.5792779608098805,0.8855,0.881,0.887,0.8675,0.9035
lr,beta_0,P2,lr:P2,ppi_plus_plus_v2,0.95,0.6870684159467241,0.9405,0.6862465518751636,0.6846008346673962,0.6875412822821563,0.681885199553599,0.6902522641661587,0.936,0.933,0.9415,0.922,0.953
lr,beta_0,P2,lr:P2,ppi_plus_plus_v2,0.975,0.7857272040208382,0.969,0.784787325336206,0.7829052932848747,0.7862679710463507,0.7797997097133121,0.7893682332130102,0.965,0.9635,0.9685,0.958,0.974
lr,beta_0,P3,lr:P3,naive_ml,0.9,4.912736883966318e-17,0.0,4.957145804951324e-17,4.876654635666e-17,5.018208071305708e-17,4.7933879088191136e-17,5.112577028398846e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_0,P3,lr:P3,naive_ml,0.95,5.881406472951767e-17,0.0,5.970224314921779e-17,5.911937606128958e-17,6.036837696399288e-17,5.748179709996748e-17,6.183942247162122e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_0,P3,lr:P3,naive_ml,0.975,6.75848266240564e-17,0.0,6.836198274129402e-17,6.769584892651892e-17,6.925016116099414e-17,6.628031457012184e-17,7.069345109300685e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_0,P3,lr:P3,ppi,0.9,0.5996336701370745,0.8955,0.598708568169439,0.597420609473834,0.5994217160081967,0.5942904743254809,0.6015548649971835,0.896,0.8915,0.8995,0.8765,0.919
lr,beta_0,P3,lr:P3,ppi,0.95,0.7145075878663012,0.952,0.7134052608817747,0.7118705634378166,0.7142550289442389,0.7081407773602012,0.716796832739766,0.946,0.9435,0.952,0.9345,0.959
lr,beta_0,P3,lr:P3,ppi,0.975,0.8171064718384516,0.975,0.8158458574958822,0.8140907869619006,0.8168176470124582,0.8098254266013548,0.8197244381602896,0.9735,0.9715,0.976,0.969,0.9825
lr,beta_0,P3,lr:P3,ppi_plus_plus_v1,0.9,0.5905632150754611,0.88,0.5895605853719378,0.5880473279324906,0.5905736340602498,0.5845332704614232,0.5912223607204893,0.878,0.8735,0.8835,0.8655,0.8945
lr,beta_0,P3,lr:P3,ppi_plus_plus_v1,0.95,0.7036994740299966,0.937,0.7025047670502774,0.7007016095947742,0.7037118890161151,0.6965143518533887,0.7044848945097616,0.9295,0.926,0.9365,0.9195,0.9465
lr,beta_0,P3,lr:P3,ppi_plus_plus_v1,0.975,0.8047463794979604,0.962,0.8033801199625005,0.8013180402146349,0.8047605771995335,0.796529518080169,0.8056445815157237,0.9605,0.9575,0.9645,0.9485,0.9705
lr,beta_0,P3,lr:P3,ppi_plus_plus_v2,0.9,0.57680489455184,0.885,0.5760705592771777,0.5745051885582578,0.5768963733496314,0.5720261839151648,0.5792598934490308,0.8855,0.8805,0.888,0.8645,0.9025
lr,beta_0,P3,lr:P3,ppi_plus_plus_v2,0.95,0.6873054239624339,0.942,0.6864304095129206,0.684565155254874,0.6874144276732088,0.6816112390289233,0.6902307355778499,0.9375,0.933,0.942,0.9225,0.9515
lr,beta_0,P3,lr:P3,ppi_plus_plus_v2,0.975,0.7859982449262153,0.9695,0.7849975837970826,0.7828644905287149,0.786122900897742,0.7794864101465285,0.7893436132521677,0.966,0.9635,0.9685,0.957,0.974
lr,beta_0,P4,lr:P4,naive_ml,0.9,0.03793752568164348,0.898,0.03795106458218416,0.03792803346065395,0.037974162295500984,0.03783624057113502,0.03802773867236511,0.9015,0.892,0.9055,0.883,0.9135
lr,beta_0,P4,lr:P4,naive_ml,0.95,0.04520535005682809,0.956,0.04522148265185978,0.04519403937789116,0.04524900527483629,0.04508466140373817,0.04531284546544989,0.9495,0.945,0.952,0.936,0.9575
lr,beta_0,P4,lr:P4,naive_ml,0.975,0.05169655958932762,0.981,0.051715008725532495,0.05168362476663685,0.05174648342746423,0.05155854078981885,0.05181949067581193,0.9745,0.9715,0.977,0.9665,0.979
lr,beta_0,P4,lr:P4,ppi,0.9,0.6118093247506381,0.8995,0.6107562188658668,0.609923895507754,0.6118517257803024,0.605607581706227,0.6148587291127865,0.894,0.8915,0.9015,0.8755,0.913
lr,beta_0,P4,lr:P4,ppi,0.95,0.7290157751844748,0.9495,0.727760922125065,0.726769147672514,0.7290662991275689,0.7216259425518006,0.7326493645970369,0.9475,0.9445,0.9515,0.938,0.961
lr,beta_0,P4,lr:P4,ppi,0.975,0.8336979453982045,0.974,0.8322629031768719,0.8311287160282048,0.833755724267996,0.8252469783650989,0.8378532958457394,0.974,0.9705,0.976,0.9655,0.982
lr,beta_0,P4,lr:P4,ppi_plus_plus_v1,0.9,0.5877246936853551,0.875,0.587850915485768,0.5866880107991417,0.5889568955412953,0.5825365816484145,0.5914370562578117,0.877,0.872,0.88,0.859,0.8935
lr,beta_0,P4,lr:P4,ppi_plus_plus_v1,0.95,0.7003171671774031,0.936,0.7004675697292296,0.6990818833277801,0.7017854262490638,0.6941351503866392,0.7047407200214678,0.9315,0.926,0.934,0.9135,0.9455
lr,beta_0,P4,lr:P4,ppi_plus_plus_v1,0.975,0.8008783942365977,0.96,0.8010503936674844,0.7994657312429134,0.8025574862576786,0.7938086779529215,0.8059371419934935,0.959,0.9565,0.964,0.9485,0.969
lr,beta_0,P4,lr:P4,ppi_plus_plus_v2,0.9,0.579132496898064,0.8835,0.5782738490069016,0.5771223142420521,0.5793623707732292,0.5742732772321048,0.5820655928290402,0.8835,0.8805,0.8885,0.8615,0.8985
lr,beta_0,P4,lr:P4,ppi_plus_plus_v2,0.95,0.6900789332243998,0.9395,0.6890557911560119,0.6876836528519875,0.6903528448411745,0.6842888158655095,0.6935739325931712,0.937,0.9325,0.942,0.9195,0.9525
lr,beta_0,P4,lr:P4,ppi_plus_plus_v2,0.975,0.789170013016776,0.968,0.7879999540560455,0.7864307851521507,0.7894832566527811,0.7825484705069422,0.7931668727447759,0.965,0.963,0.9675,0.9555,0.9745
lr,beta_0,baseline,lr:baseline,classic,0.9,0.5947616186500074,0.882,0.5935205832239543,0.5921444309048473,0.5953019307325171,0.5892129283802587,0.5988148295878724,0.8835,0.878,0.8865,0.864,0.9015
lr,beta_0,baseline,lr:baseline,classic,0.95,0.7087021804494896,0.9395,0.7072233955298203,0.7055836089016995,0.7093460020058757,0.7020905081937474,0.7135318791714882,0.935,0.932,0.9405,0.923,0.952
lr,beta_0,baseline,lr:baseline,classic,0.975,0.8104674437126623,0.9675,0.8087763143966965,0.8069010645196829,0.8112037140747483,0.8029063760884878,0.8159906573912733,0.9645,0.962,0.9675,0.9565,0.973
lr,beta_1,P1,lr:P1,naive_ml,0.9,0.004645608573216491,0.891,0.004648209683167082,0.004643303006536394,0.004652026477907935,0.004639808886679564,0.004657490051559159,0.897,0.893,0.9055,0.8845,0.9105
lr,beta_1,P1,lr:P1,naive_ml,0.95,0.005535584042605783,0.9435,0.005538683456279737,0.005532836790459515,0.005543231447727645,0.005528673289850808,0.0055497416972767775,0.948,0.946,0.953,0.94,0.958
lr,beta_1,P1,lr:P1,naive_ml,0.975,0.006330459778777358,0.97,0.006334004249143918,0.00632731803816243,0.006339205304120906,0.006322556684538391,0.006346650385363187,0.974,0.972,0.977,0.9675,0.984
lr,beta_1,P1,lr:P1,ppi,0.9,0.7366032611794769,0.902,0.7353825308974504,0.7340968784426228,0.7367029789831632,0.7291491101693598,0.7395117789461655,0.8975,0.893,0.9025,0.879,0.912
lr,beta_1,P1,lr:P1,ppi,0.95,0.8777169221326223,0.95,0.876262332284381,0.8747303828958055,0.8778357432244461,0.8688347533634552,0.8811826348122815,0.946,0.943,0.9515,0.9375,0.955
lr,beta_1,P1,lr:P1,ppi,0.975,1.0037516601585685,0.9715,1.0020882001771008,1.00033627230231,1.0038875432265246,0.9935940667214987,1.0077150278094777,0.972,0.969,0.9765,0.967,0.9785
lr,beta_1,P1,lr:P1,ppi_plus_plus_v1,0.9,0.7181166360707172,0.8855,0.7195638255089686,0.7178007015752251,0.7205721110056977,0.7133378417001495,0.7233678960466284,0.8755,0.8715,0.879,0.8565,0.8895
lr,beta_1,P1,lr:P1,ppi_plus_plus_v1,0.95,0.8556887496465269,0.9325,0.8574131822229621,0.8553122904756398,0.8586146284959593,0.8499944649379307,0.8619460118476151,0.9295,0.927,0.9345,0.922,0.941
lr,beta_1,P1,lr:P1,ppi_plus_plus_v1,0.975,0.9785603779289217,0.9615,0.9805324283905046,0.9781298615423367,0.9819063949401984,0.9720484290470606,0.9857161443998808,0.959,0.956,0.9605,0.953,0.971
lr,beta_1,P1,lr:P1,ppi_plus_plus_v2,0.9,0.6960142859092943,0.8905,0.6968919389186826,0.6962213656254824,0.698339014446198,0.69085615250629,0.7006255376800169,0.883,0.88,0.8885,0.862,0.897
lr,beta_1,P1,lr:P1,ppi_plus_plus_v2,0.95,0.8293521750235466,0.9375,0.8303979630870848,0.829598925724652,0.8321222599305028,0.8232058799783949,0.834846820410943,0.937,0.9335,0.94,0.9265,0.945
lr,beta_1,P1,lr:P1,ppi_plus_plus_v2,0.975,0.9484420335810976,0.964,0.9496379903622414,0.948724216161416,0.9516098856003783,0.9414131684654422,0.9547256761662001,0.9635,0.961,0.967,0.9565,0.9765
lr,beta_1,P2,lr:P2,naive_ml,0.9,1.865174681370263e-17,1.0,1.7430501486614958e-17,1.709743457922741e-17,1.7763568394002505e-17,1.3877787807814457e-17,1.9984014443252817e-17,1.0,1.0,1.0,1.0,1.0
lr,beta_1,P2,lr:P2,naive_ml,0.95,3.4861002973229916e-17,1.0,3.4305891460917337e-17,3.375077994860476e-17,3.552713678800501e-17,3.053113317719181e-17,3.8635761256955445e-17,1.0,1.0,1.0,1.0,1.0
lr,beta_1,P2,lr:P2,naive_ml,0.975,5.46229728115577e-17,1.0,5.2735593669694933e-17,5.118128143521972e-17,5.3734794391857575e-17,4.729550084903167e-17,5.784261958297066e-17,1.0,1.0,1.0,1.0,1.0
lr,beta_1,P2,lr:P2,ppi,0.9,0.7380415786384951,0.902,0.7367819243391929,0.7355596082055141,0.7382044368478939,0.7304339246685236,0.7404289020366038,0.8985,0.8935,0.9015,0.877,0.9105
lr,beta_1,P2,lr:P2,ppi,0.95,0.8794307830937541,0.9515,0.8779298124182214,0.8764733329111839,0.8796248406194693,0.8703657042662691,0.8822754543782224,0.9475,0.9425,0.9515,0.9365,0.9555
lr,beta_1,P2,lr:P2,ppi,0.975,1.005711620986072,0.973,1.0039951201764992,1.0023294991928862,1.0059335439759214,0.9953448527341279,1.0089647695267783,0.973,0.9705,0.9755,0.9665,0.98
lr,beta_1,P2,lr:P2,ppi_plus_plus_v1,0.9,0.7182091235812093,0.8855,0.7195661573322398,0.7178830972644941,0.7208207841487579,0.711854563896347,0.7233049142249842,0.876,0.8715,0.8805,0.856,0.8915
lr,beta_1,P2,lr:P2,ppi_plus_plus_v1,0.95,0.8557989553126197,0.932,0.8574159607617652,0.8554104709950502,0.8589109408220742,0.8482270304216367,0.8618709643782968,0.93,0.927,0.934,0.9195,0.9415
lr,beta_1,P2,lr:P2,ppi_plus_plus_v1,0.975,0.97868640844914,0.9615,0.9805356059103478,0.9782421401789562,0.982245255889282,0.97002720183221,0.9856303205767084,0.9585,0.956,0.961,0.952,0.9725
lr,beta_1,P2,lr:P2,ppi_plus_plus_v2,0.9,0.6965062222019796,0.8905,0.6973689579716045,0.6964908023038112,0.6987528083334619,0.6910926600850319,0.7008083815932261,0.8835,0.8805,0.889,0.8615,0.896
lr,beta_1,P2,lr:P2,ppi_plus_plus_v2,0.95,0.8299383532709975,0.9375,0.8309663663470129,0.8299199793290487,0.8326153257588381,0.8234876961405163,0.8350646923715908,0.9365,0.933,0.941,0.926,0.9465
lr,beta_1,P2,lr:P2,ppi_plus_plus_v2,0.975,0.949112383410513,0.964,0.9502880128255269,0.9490913710837912,0.9521737526414231,0.9417354516907678,0.9549748331969996,0.9635,0.96,0.967,0.956,0.9775
lr,beta_1,P3,lr:P3,naive_ml,0.9,1.5654144647214706e-17,1.0,1.7541523789077474e-17,1.6431300764452316e-17,1.8096635301390052e-17,1.532107773982716e-17,2.0317081350640364e-17,1.0,1.0,1.0,1.0,1.0
