scenario,target,profile,scenario_signature,method,confidence_level,seed0_average_ci_width,seed0_empirical_coverage,average_ci_width_median_seed1_29,average_ci_width_q25_seed1_29,average_ci_width_q75_seed1_29,average_ci_width_min_seed1_29,average_ci_width_max_seed1_29,empirical_coverage_median_seed1_29,empirical_coverage_q25_seed1_29,empirical_coverage_q75_seed1_29,empirical_coverage_min_seed1_29,empirical_coverage_max_seed1_29
logistic_glm,beta_0,P2,logistic_glm:P2,naive_ml,0.975,0.0066726241281344235,0.0,0.006659703406750477,0.006656915431462497,0.006665441505531905,0.00665037667060587,0.006678230679047138,0.0,0.0,0.0,0.0,0.0
logistic_glm,beta_0,P2,logistic_glm:P2,ppi,0.9,1.3357774089416246,0.924,1.3398447577764816,1.3370465166739385,1.3411924382844536,1.3330155882764887,1.3455063374029044,0.9195,0.916,0.9255,0.9045,0.9315
logistic_glm,beta_0,P2,logistic_glm:P2,ppi,0.95,1.5916769553167371,0.9715,1.596523500382062,1.593189190452489,1.5981293607546863,1.5883860430150438,1.6032696886030502,0.97,0.9655,0.9725,0.9615,0.976
logistic_glm,beta_0,P2,logistic_glm:P2,ppi,0.975,1.8202319518386865,0.9905,1.8257744308916515,1.8219613346155084,1.8276108829120736,1.816468484822195,1.8334893301442603,0.99,0.9885,0.991,0.982,0.9935
logistic_glm,beta_0,P2,logistic_glm:P2,ppi_plus_plus_v1,0.9,1.307908999956933,0.9045,1.3121385992087298,1.3089583420172466,1.3133147584319507,1.3062563084847238,1.3161525682417168,0.899,0.895,0.9055,0.8845,0.913
logistic_glm,beta_0,P2,logistic_glm:P2,ppi_plus_plus_v1,0.95,1.5584696978310628,0.9545,1.5635095761927127,1.5597200660170092,1.5649110563486557,1.5565003944778608,1.5682925153009801,0.9525,0.948,0.955,0.945,0.962
logistic_glm,beta_0,P2,logistic_glm:P2,ppi_plus_plus_v1,0.975,1.7822563369336328,0.9765,1.7880199107521852,1.783686250281321,1.7896226348170121,1.7800042537616092,1.7934896504248476,0.9775,0.975,0.9785,0.969,0.9825
logistic_glm,beta_0,P2,logistic_glm:P2,ppi_plus_plus_v2,0.9,1.2826390641015235,0.909,1.285937706095916,1.2835743037050267,1.2876159678253452,1.2812938774875882,1.2906620232212154,0.9075,0.902,0.911,0.8945,0.9195
logistic_glm,beta_0,P2,logistic_glm:P2,ppi_plus_plus_v2,0.95,1.528358712052929,0.9595,1.5322892864219648,1.5294731187756672,1.534289058615923,1.5267558233383418,1.5379186574890382,0.957,0.953,0.9605,0.9505,0.964
logistic_glm,beta_0,P2,logistic_glm:P2,ppi_plus_plus_v2,0.975,1.7478215992617476,0.9825,1.7523165798742977,1.749096027918445,1.7546035070247343,1.7459885456111348,1.7587542939159635,0.98,0.979,0.9815,0.9725,0.984
