scenario,target,profile,method,method_label,confidence_level,center_empirical_coverage,q025_empirical_coverage,q25_empirical_coverage,q75_empirical_coverage,q975_empirical_coverage,center_relative_ci_width,q025_relative_ci_width,q25_relative_ci_width,q75_relative_ci_width,q975_relative_ci_width,center_coverage_error,q025_coverage_error,q25_coverage_error,q75_coverage_error,q975_coverage_error,n_seeds,n_replicates
logistic_glm,beta_0,P1,ppi_plus_plus_v2,PPI++V2,0.975,0.981,0.975225,0.979625,0.982375,0.9851375,0.9682652654496655,0.9650778702099657,0.9668738747852126,0.9697621935952231,0.9711765963169766,0.006000000000000005,0.00022500000000005578,0.004625000000000046,0.007375000000000048,0.010137500000000023,30,2000
logistic_glm,beta_0,P2,naive_ml,Naive ML,0.9,0.0,0.0,0.0,0.0,0.0,0.003699236407779273,0.003676161106154942,0.0036924169285135647,0.0037062527886853568,0.0037164380873672374,-0.9,-0.9,-0.9,-0.9,-0.9,30,2000
logistic_glm,beta_0,P2,naive_ml,Naive ML,0.95,0.0,0.0,0.0,0.0,0.0,0.003699236407779234,0.0036761611061549198,0.0036924169285136054,0.0037062527886853264,0.003716438087367265,-0.95,-0.95,-0.95,-0.95,-0.95,30,2000
logistic_glm,beta_0,P2,naive_ml,Naive ML,0.975,0.0,0.0,0.0,0.0,0.0,0.003699236407779225,0.003676161106154935,0.0036924169285135937,0.0037062527886853455,0.003716438087367244,-0.975,-0.975,-0.975,-0.975,-0.975,30,2000
logistic_glm,beta_0,P2,ppi,PPI,0.9,0.9199999999999999,0.9084875,0.916,0.92525,0.9286,1.0131592642591005,1.0082834379818906,1.0116219222871503,1.0152982513398427,1.019734334713609,0.019999999999999962,0.008487499999999993,0.016000000000000014,0.025249999999999967,0.028599999999999966,30,2000
logistic_glm,beta_0,P2,ppi,PPI,0.95,0.9702500000000001,0.9625874999999999,0.965875,0.972375,0.9756375,1.013159264259099,1.0082834379818915,1.0116219222871499,1.0152982513398388,1.0197343347136119,0.020250000000000046,0.012587500000000026,0.015875000000000056,0.02237500000000006,0.025637500000000063,30,2000
logistic_glm,beta_0,P2,ppi,PPI,0.975,0.99,0.9838125,0.9885,0.991,0.9927750000000001,1.0131592642590992,1.0082834379818906,1.0116219222871499,1.015298251339843,1.019734334713609,0.015000000000000013,0.008812500000000048,0.013500000000000068,0.016000000000000014,0.01777500000000007,30,2000
logistic_glm,beta_0,P2,ppi_plus_plus_v1,PPI++V1,0.9,0.899,0.885725,0.895125,0.9043749999999999,0.9111875,0.9923325415753201,0.9887463931215619,0.9908161967452954,0.9932229065100637,0.9952897510807996,-0.0010000000000000564,-0.014275000000000013,-0.004875000000000018,0.004374999999999962,0.011187499999999967,30,2000
logistic_glm,beta_0,P2,ppi_plus_plus_v1,PPI++V1,0.95,0.952,0.9453625,0.948,0.954375,0.9611375,0.9923325415753184,0.9887463931215641,0.9908161967452908,0.9932229065100638,0.9952897510807974,0.0020000000000000018,-0.004637499999999964,-0.0020000000000000018,0.0043750000000000455,0.011137500000000024,30,2000
logistic_glm,beta_0,P2,ppi_plus_plus_v1,PPI++V1,0.975,0.9775,0.9706750000000001,0.9746250000000001,0.977875,0.9815,0.9923325415753188,0.9887463931215607,0.9908161967452933,0.9932229065100644,0.9952897510807998,0.0025000000000000577,-0.004324999999999948,-0.0003749999999999587,0.0028750000000000164,0.006500000000000061,30,2000
logistic_glm,beta_0,P2,ppi_plus_plus_v2,PPI++V2,0.9,0.9077500000000001,0.8945,0.9021250000000001,0.9107500000000001,0.917325,0.9727154805545737,0.9701558383404004,0.9713852911555323,0.9740092857896216,0.9756750682571516,0.007749999999999979,-0.00550000000000006,0.002124999999999988,0.01075000000000001,0.017324999999999955,30,2000
logistic_glm,beta_0,P2,ppi_plus_plus_v2,PPI++V2,0.95,0.9575,0.9508624999999999,0.953125,0.9605,0.9636375,0.9727154805545741,0.970155838340403,0.9713852911555341,0.9740092857896191,0.9756750682571506,0.007500000000000007,0.000862500000000016,0.0031250000000000167,0.010500000000000065,0.013637500000000052,30,2000
logistic_glm,beta_0,P2,ppi_plus_plus_v2,PPI++V2,0.975,0.98,0.973225,0.979125,0.981875,0.984,0.9727154805545735,0.970155838340402,0.9713852911555347,0.974009285789617,0.9756750682571514,0.0050000000000000044,-0.001774999999999946,0.0041250000000000175,0.00687500000000002,0.009000000000000008,30,2000
logistic_glm,beta_0,P3,naive_ml,Naive ML,0.9,0.0,0.0,0.0,0.0,0.0,0.0021276901849455144,0.0021153262929192373,0.002125072295713434,0.0021320038623059796,0.0021375171052134883,-0.9,-0.9,-0.9,-0.9,-0.9,30,2000
logistic_glm,beta_0,P3,naive_ml,Naive ML,0.95,0.0,0.0,0.0,0.0,0.0,0.002127690184945481,0.002115326292919233,0.0021250722957134377,0.002132003862305988,0.0021375171052135304,-0.95,-0.95,-0.95,-0.95,-0.95,30,2000
logistic_glm,beta_0,P3,naive_ml,Naive ML,0.975,0.0,0.0,0.0,0.0,0.0,0.002127690184945499,0.002115326292919231,0.00212507229571341,0.0021320038623060074,0.0021375171052135287,-0.975,-0.975,-0.975,-0.975,-0.975,30,2000
logistic_glm,beta_0,P3,ppi,PPI,0.9,0.92125,0.913225,0.91725,0.92625,0.9336375,1.0186522321235258,1.0131088030924777,1.0167317215833755,1.0202419471430035,1.0261342046481736,0.02124999999999999,0.013224999999999956,0.017250000000000015,0.026249999999999968,0.03363749999999999,30,2000
logistic_glm,beta_0,P3,ppi,PPI,0.95,0.9704999999999999,0.9648625,0.9685,0.973875,0.9774125,1.0186522321235256,1.013108803092481,1.0167317215833753,1.0202419471430013,1.0261342046481767,0.020500000000000018,0.014862500000000028,0.018500000000000072,0.023875000000000035,0.027412500000000038,30,2000
logistic_glm,beta_0,P3,ppi,PPI,0.975,0.9905,0.9868625,0.9886250000000001,0.992,0.9936375000000001,1.0186522321235265,1.013108803092478,1.0167317215833758,1.020241947142998,1.0261342046481747,0.01550000000000007,0.011862500000000026,0.013625000000000054,0.017000000000000015,0.018637500000000057,30,2000
logistic_glm,beta_0,P3,ppi_plus_plus_v1,PPI++V1,0.9,0.89975,0.8855,0.8947499999999999,0.905625,0.9111,0.992568366312119,0.9891213811765159,0.9913721965718983,0.9939972777212218,0.995504149432641,-0.000250000000000028,-0.014500000000000068,-0.00525000000000006,0.005624999999999991,0.011100000000000004,30,2000
logistic_glm,beta_0,P3,ppi_plus_plus_v1,PPI++V1,0.95,0.9530000000000001,0.94495,0.948,0.955625,0.961775,0.9925683663121208,0.9891213811765182,0.9913721965718953,0.9939972777212182,0.9955041494326426,0.003000000000000058,-0.005049999999999949,-0.0020000000000000018,0.005625000000000019,0.011775000000000065,30,2000
logistic_glm,beta_0,P3,ppi_plus_plus_v1,PPI++V1,0.975,0.9775,0.9708125,0.9745,0.9788749999999999,0.9830500000000001,0.99256836631212,0.9891213811765154,0.9913721965718961,0.9939972777212203,0.9955041494326419,0.0025000000000000577,-0.004187499999999963,-0.0004999999999999449,0.0038750000000000173,0.00805000000000006,30,2000
logistic_glm,beta_0,P3,ppi_plus_plus_v2,PPI++V2,0.9,0.907,0.8955875,0.9021250000000001,0.912,0.9174125000000001,0.9695338956396086,0.9665082062950393,0.9681063720841532,0.9708435047257148,0.9723121697104752,0.006999999999999951,-0.004412500000000019,0.002124999999999988,0.01200000000000001,0.017412499999999997,30,2000
