scenario,target,profile,method,confidence_level,center_empirical_coverage,q25_empirical_coverage,q75_empirical_coverage,center_relative_ci_width,q25_relative_ci_width,q75_relative_ci_width,center_coverage_error,q25_coverage_error,q75_coverage_error,n_seeds,n_replicates
logistic_glm,beta_0,baseline,classic,0.95,0.95575,0.9525,0.959375,1.0,1.0,1.0,0.005750000000000033,0.0025000000000000577,0.00937500000000005,30,2000
logistic_glm,beta_0,baseline,classic,0.975,0.9795,0.9785,0.981375,1.0,1.0,1.0,0.004500000000000004,0.0035000000000000586,0.006375000000000047,30,2000
logistic_glm,beta_1,P1,naive_ml,0.9,0.89725,0.894625,0.903875,0.00729239420685168,0.007278371387726199,0.007300565903561523,-0.00275000000000003,-0.005375000000000046,0.0038749999999999896,30,2000
logistic_glm,beta_1,P1,naive_ml,0.95,0.9495,0.9452499999999999,0.951875,0.007292394206851658,0.007278371387726183,0.007300565903561527,-0.0004999999999999449,-0.004750000000000004,0.0018750000000000155,30,2000
logistic_glm,beta_1,P1,naive_ml,0.975,0.97375,0.9715,0.976375,0.007292394206851649,0.007278371387726196,0.007300565903561524,-0.0012499999999999734,-0.0034999999999999476,0.0013750000000000429,30,2000
logistic_glm,beta_1,P1,ppi,0.9,0.91625,0.9145,0.9205,1.015695813419939,1.0129736524849595,1.019145089710285,0.016249999999999987,0.014499999999999957,0.020499999999999963,30,2000
logistic_glm,beta_1,P1,ppi,0.95,0.968,0.9666250000000001,0.971,1.0156958134199412,1.012973652484962,1.0191450897102814,0.018000000000000016,0.016625000000000056,0.02100000000000002,30,2000
logistic_glm,beta_1,P1,ppi,0.975,0.989,0.988125,0.9905,1.015695813419943,1.0129736524849595,1.019145089710285,0.014000000000000012,0.013125000000000026,0.01550000000000007,30,2000
logistic_glm,beta_1,P1,ppi_plus_plus,0.9,0.905,0.900375,0.90725,0.9574583106487091,0.9562727889777679,0.9591154403798305,0.0050000000000000044,0.00037499999999998646,0.007249999999999951,30,2000
logistic_glm,beta_1,P1,ppi_plus_plus,0.95,0.95375,0.952125,0.956375,0.957458310648711,0.9562727889777687,0.9591154403798283,0.003750000000000031,0.0021250000000000158,0.006375000000000047,30,2000
