scenario,target,profile,method,confidence_level,seed0_average_ci_width,seed0_empirical_coverage,average_ci_width_median_seed1_29,average_ci_width_q25_seed1_29,average_ci_width_q75_seed1_29,average_ci_width_min_seed1_29,average_ci_width_max_seed1_29,empirical_coverage_median_seed1_29,empirical_coverage_q25_seed1_29,empirical_coverage_q75_seed1_29,empirical_coverage_min_seed1_29,empirical_coverage_max_seed1_29
lr,beta_0,P2,ppi,0.9,0.5994887298266037,0.8995,0.5986238780994152,0.5974479968494371,0.5995809628614758,0.593939634915625,0.6016520810082474,0.894,0.8915,0.9015,0.88,0.9185
lr,beta_0,P2,ppi,0.95,0.7143348808340344,0.9505,0.7133043464390665,0.7119031975086756,0.7144447832737222,0.7077227264185246,0.7169126727618155,0.9465,0.944,0.9515,0.9375,0.961
lr,beta_0,P2,ppi,0.975,0.8169089651412597,0.976,0.8157304523614395,0.8141281070841146,0.8170346488936313,0.8093473461221493,0.8198569120952336,0.9735,0.9715,0.977,0.967,0.9805
lr,beta_0,P2,ppi_plus_plus,0.9,0.5766031695310848,0.8855,0.5759386940386678,0.574565034956072,0.5770049652667624,0.5722775401793957,0.5792863300624035,0.886,0.881,0.887,0.868,0.903
lr,beta_0,P2,ppi_plus_plus,0.95,0.6870650537744839,0.9405,0.6862732823898435,0.6846364666362628,0.6875438229234009,0.6819107484911066,0.6902622367456354,0.936,0.933,0.9415,0.922,0.953
lr,beta_0,P2,ppi_plus_plus,0.975,0.7857233590613951,0.969,0.7848178941879727,0.7829460417847651,0.7862708765080123,0.7798289273207126,0.789379637793411,0.965,0.9635,0.969,0.958,0.974
lr,beta_0,P3,naive_ml,0.9,4.9264664331750784e-17,0.0,4.974611097741282e-17,4.92839243735334e-17,5.021272432478299e-17,4.8508731126072336e-17,5.134106788662073e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_0,P3,naive_ml,0.95,5.870246824311215e-17,0.0,5.927614730519635e-17,5.872541799840707e-17,5.983215140219679e-17,5.780171827146039e-17,6.117665568340048e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_0,P3,naive_ml,0.975,6.713178072408865e-17,0.0,6.778783656218983e-17,6.715802592273621e-17,6.842367941920478e-17,6.61016886105217e-17,6.996124622499166e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_0,P3,ppi,0.9,0.5996336701370745,0.8955,0.598708568169439,0.597420609473834,0.5994217160081967,0.5942904743254809,0.6015548649971835,0.896,0.8915,0.8995,0.8765,0.919
lr,beta_0,P3,ppi,0.95,0.7145075878663012,0.952,0.7134052608817748,0.7118705634378166,0.7142550289442389,0.7081407773602012,0.716796832739766,0.946,0.9435,0.952,0.9345,0.959
lr,beta_0,P3,ppi,0.975,0.8171064718384516,0.975,0.8158458574958822,0.8140907869619006,0.8168176470124582,0.8098254266013548,0.8197244381602896,0.9735,0.9715,0.976,0.969,0.9825
lr,beta_0,P3,ppi_plus_plus,0.9,0.5767889913328276,0.8855,0.5760657151983836,0.5745134158547721,0.5769031978450783,0.5720482569234006,0.5792310203847089,0.8845,0.88,0.8885,0.865,0.903
lr,beta_0,P3,ppi_plus_plus,0.95,0.6872864741081786,0.942,0.6864246374370242,0.6845749586833334,0.6874225595610999,0.6816375406404858,0.6901963311996945,0.9375,0.9325,0.9415,0.9225,0.9515
lr,beta_0,P3,ppi_plus_plus,0.975,0.7859765739897305,0.969,0.7849909828866771,0.7828757016690524,0.786132200474593,0.7795164885073355,0.7893042686174447,0.966,0.964,0.9685,0.957,0.974
lr,beta_0,P4,naive_ml,0.9,0.021920416213695962,0.8785,0.02191669050228681,0.02190751191957672,0.02192982273092152,0.021881427691904945,0.021945020122076008,0.899,0.892,0.901,0.883,0.909
lr,beta_0,P4,naive_ml,0.95,0.02611978695307916,0.938,0.02611534749411505,0.026104410538238736,0.026130995509682498,0.026073329263915323,0.026149104318170836,0.9495,0.9435,0.952,0.938,0.96
lr,beta_0,P4,naive_ml,0.975,0.02987042730523968,0.9705,0.029865350367342027,0.029852842932039058,0.029883245341459596,0.029817298578369456,0.02990395446318809,0.974,0.97,0.9765,0.965,0.9785
lr,beta_0,P4,ppi,0.9,0.6034817220731851,0.8925,0.6023431467504916,0.6011773111206575,0.6036026034164274,0.5979455475927635,0.6052019683643302,0.895,0.892,0.902,0.881,0.9145
lr,beta_0,P4,ppi,0.95,0.719092824559611,0.95,0.7177361283833669,0.7163469495476771,0.719236863564219,0.7124960657866952,0.7211426244445001,0.948,0.945,0.952,0.9395,0.9605
lr,beta_0,P4,ppi,0.975,0.8223501202484048,0.9755,0.8207986108666243,0.8192099545157928,0.8225148423659322,0.8148061075912342,0.824694258757722,0.9725,0.972,0.975,0.9685,0.9805
lr,beta_0,P4,ppi_plus_plus,0.9,0.5773197958955651,0.8835,0.5767528813284584,0.5754537729548361,0.5778028018801816,0.5730756593489471,0.5797518839811703,0.8845,0.881,0.8885,0.8665,0.9005
lr,beta_0,P4,ppi_plus_plus,0.95,0.687918966756001,0.9415,0.6872434463840802,0.6856954632793246,0.6884945038850551,0.6828617661391584,0.6908169784555895,0.9365,0.933,0.942,0.926,0.9535
lr,beta_0,P4,ppi_plus_plus,0.975,0.7866998886818426,0.97,0.7859273677497629,0.7841571038160113,0.7873580693938731,0.7809165052390606,0.7900140369923841,0.966,0.9635,0.968,0.9565,0.9745
lr,beta_0,baseline,classic,0.9,0.5947616186500074,0.882,0.5935205832239543,0.5921444309048473,0.5953019307325171,0.5892129283802585,0.5988148295878724,0.8835,0.878,0.8865,0.864,0.9015
lr,beta_0,baseline,classic,0.95,0.7087021804494896,0.9395,0.7072233955298203,0.7055836089016994,0.7093460020058756,0.7020905081937475,0.7135318791714882,0.935,0.932,0.9405,0.923,0.952
lr,beta_0,baseline,classic,0.975,0.8104674437126623,0.9675,0.8087763143966964,0.8069010645196829,0.8112037140747483,0.8029063760884878,0.8159906573912733,0.9645,0.962,0.9675,0.9565,0.973
lr,beta_1,P1,naive_ml,0.9,0.00268338650817287,0.885,0.0026844544962566865,0.0026833563725784213,0.0026855252058296322,0.0026821923098121125,0.0026888089948607966,0.898,0.894,0.9015,0.8855,0.908
lr,beta_1,P1,naive_ml,0.95,0.0031974522391801192,0.9395,0.003198724825473454,0.003197416330404513,0.0032000006546210984,0.0031960292640660277,0.0032039135305928297,0.949,0.946,0.9515,0.941,0.957
lr,beta_1,P1,naive_ml,0.975,0.00365658666527318,0.9695,0.0036580419871114923,0.003656545600218823,0.0036595010174579985,0.003654959359706746,0.003663975758292509,0.974,0.971,0.9755,0.967,0.9825
lr,beta_1,P1,ppi,0.9,0.7364954838383085,0.9035,0.7352765883409024,0.7339456120211434,0.736522399087772,0.7291731091983117,0.7394178522399067,0.8975,0.894,0.9015,0.876,0.9145
lr,beta_1,P1,ppi,0.95,0.8775884975095573,0.9505,0.8761360939420382,0.8745501378373336,0.877620569007419,0.8688633499702579,0.8810707142386536,0.946,0.9425,0.951,0.9375,0.954
lr,beta_1,P1,ppi,0.975,1.0036047945514939,0.9715,1.0019438347871805,1.0001301451648261,1.0036414713186967,0.9936267696247097,1.0075870361315848,0.9725,0.9685,0.976,0.967,0.9795
lr,beta_1,P1,ppi_plus_plus,0.9,0.6959921182330984,0.8905,0.6968232571181704,0.696127873282804,0.6982157976803716,0.6908143232711362,0.7006812633659278,0.883,0.88,0.889,0.8615,0.898
lr,beta_1,P1,ppi_plus_plus,0.95,0.8293257606081543,0.937,0.8303161236740244,0.8294875227271606,0.8319754380982428,0.8231560373704814,0.8349132216612479,0.937,0.933,0.9415,0.9255,0.945
lr,beta_1,P1,ppi_plus_plus,0.975,0.9484118262185247,0.9635,0.9495443993140852,0.9485968163803926,0.951441981058307,0.9413561687663606,0.9548016122266183,0.963,0.961,0.967,0.956,0.977
lr,beta_1,P2,naive_ml,0.9,6.309042767801856e-17,1.0,6.26853979671617e-17,6.233948077725891e-17,6.302886927559694e-17,6.103055225160947e-17,6.437329653277165e-17,1.0,1.0,1.0,1.0,1.0
lr,beta_1,P2,naive_ml,0.95,7.517688139054924e-17,1.0,7.469425872252497e-17,7.428207296767508e-17,7.510353002984731e-17,7.27223884300518e-17,7.670551391505173e-17,1.0,1.0,1.0,1.0,1.0
lr,beta_1,P2,naive_ml,0.975,8.59718180184586e-17,1.0,8.541989371115204e-17,8.494852062343813e-17,8.588793385464339e-17,8.316487500320864e-17,8.771995274794963e-17,1.0,1.0,1.0,1.0,1.0
lr,beta_1,P2,ppi,0.9,0.7380415786384951,0.902,0.7367819243391928,0.7355596082055142,0.7382044368478942,0.7304339246685236,0.7404289020366039,0.8985,0.8935,0.9015,0.877,0.9105
lr,beta_1,P2,ppi,0.95,0.8794307830937541,0.9515,0.8779298124182217,0.8764733329111838,0.8796248406194694,0.8703657042662691,0.8822754543782226,0.9475,0.9425,0.9515,0.9365,0.9555
lr,beta_1,P2,ppi,0.975,1.005711620986072,0.973,1.003995120176499,1.0023294991928862,1.0059335439759214,0.9953448527341279,1.0089647695267785,0.973,0.9705,0.9755,0.9665,0.98
lr,beta_1,P2,ppi_plus_plus,0.9,0.6964928208702017,0.8905,0.6973346929374634,0.6965391445650545,0.6987669135306743,0.6910605712690325,0.7008449288266665,0.8845,0.8805,0.8895,0.8615,0.8955
lr,beta_1,P2,ppi_plus_plus,0.95,0.8299223845992553,0.938,0.8309255370405368,0.8299775826862196,0.8326321331379737,0.8234494599578961,0.8351082410862625,0.9365,0.9335,0.941,0.9265,0.946
lr,beta_1,P2,ppi_plus_plus,0.975,0.9490941217359716,0.964,0.9502413206823919,0.9491572459278693,0.9521929734565686,0.9416917250280865,0.9550246352385785,0.9635,0.96,0.967,0.955,0.977
lr,beta_1,P3,naive_ml,0.9,6.187585455562129e-17,1.0,6.22236187495771e-17,6.185000473183845e-17,6.273888588129471e-17,6.095354316174881e-17,6.387000837240769e-17,1.0,1.0,1.0,1.0,1.0
lr,beta_1,P3,naive_ml,0.95,7.372962825052289e-17,1.0,7.414401484644703e-17,7.369882628566054e-17,7.475799350329275e-17,7.263062643972297e-17,7.610580908296467e-17,1.0,1.0,1.0,1.0,1.0
lr,beta_1,P3,naive_ml,0.975,8.431674825127035e-17,1.0,8.479063820726664e-17,8.428152331417858e-17,8.549278041345031e-17,8.305993655687183e-17,8.703413399974764e-17,1.0,1.0,1.0,1.0,1.0
lr,beta_1,P3,ppi,0.9,0.738234920994026,0.9035,0.7367315619032168,0.7352958524083345,0.7380561026517787,0.7303227351994466,0.7406530017908861,0.8965,0.8925,0.902,0.8805,0.915
lr,beta_1,P3,ppi,0.95,0.8796611647200074,0.95,0.8778698018743832,0.8761590484941884,0.8794480895230219,0.8702332138420295,0.8825424857055971,0.946,0.943,0.95,0.936,0.956
lr,beta_1,P3,ppi,0.975,1.0059750839933246,0.972,1.0039264924885858,1.0019700854714861,1.0057314125118697,0.9951933375019026,1.0092701449062509,0.9725,0.969,0.975,0.9675,0.98
lr,beta_1,P3,ppi_plus_plus,0.9,0.6965477595133492,0.8935,0.6971907899173555,0.69651356091245,0.6985554107588056,0.6910598347568996,0.7009542648598434,0.885,0.88,0.8885,0.862,0.898
lr,beta_1,P3,ppi_plus_plus,0.95,0.8299878480302655,0.937,0.8307540660159686,0.82994709788388,0.8323801120409579,0.8234485823495615,0.8352385230054137,0.9355,0.9335,0.9405,0.9265,0.9455
lr,beta_1,P3,ppi_plus_plus,0.975,0.9491689853120273,0.9625,0.9500452274759817,0.9491223836958824,0.9519047636839824,0.9416907214006074,0.955173624838002,0.9635,0.9605,0.9665,0.9555,0.9775
lr,beta_1,P4,naive_ml,0.9,0.026833865081728647,0.885,0.026844544962566847,0.0268335637257842,0.026855252058296357,0.026821923098121137,0.026888089948607953,0.898,0.894,0.9015,0.8855,0.908
lr,beta_1,P4,naive_ml,0.95,0.03197452239180114,0.9395,0.0319872482547346,0.031974163304045254,0.03200000654621103,0.03196029264066022,0.032039135305928265,0.949,0.946,0.9515,0.941,0.957
lr,beta_1,P4,naive_ml,0.975,0.03656586665273182,0.9695,0.03658041987111493,0.03656545600218825,0.03659501017457994,0.0365495935970675,0.03663975758292523,0.974,0.971,0.9755,0.967,0.9825
lr,beta_1,P4,ppi,0.9,0.7420044148908431,0.902,0.7407826136211435,0.7391101682169804,0.7418119394460131,0.735262082753411,0.7449478005928719,0.898,0.894,0.9015,0.8765,0.916
lr,beta_1,P4,ppi,0.95,0.8841527937358958,0.947,0.8826969277271287,0.8807040861121946,0.883923445097456,0.8761188094684534,0.8876600541231209,0.947,0.942,0.951,0.937,0.955
lr,beta_1,P4,ppi,0.975,1.0111116832405629,0.9735,1.0094467638497902,1.007167762466787,1.0108494015518006,1.001924068369768,1.0151225645936655,0.9725,0.969,0.976,0.967,0.9785
lr,beta_1,P4,ppi_plus_plus,0.9,0.6975607035298708,0.892,0.6986747832623369,0.6978159110750008,0.6999905118869721,0.6930656372499397,0.7026211762567672,0.8835,0.879,0.888,0.8635,0.896
lr,beta_1,P4,ppi_plus_plus,0.95,0.8311948452719721,0.935,0.8325223531521613,0.8314989438183991,0.8340901405075005,0.8258386434358773,0.8372247704440043,0.9355,0.933,0.941,0.925,0.9465
lr,beta_1,P4,ppi_plus_plus,0.975,0.9505492999153105,0.9635,0.9520674297416959,0.9508970651379343,0.9538603416943042,0.9444239805218285,0.9574450851615959,0.963,0.961,0.9655,0.954,0.9765
lr,beta_1,baseline,classic,0.9,0.7244698107365527,0.885,0.728415468619538,0.7272206200844356,0.729853645250101,0.7210062345782108,0.7325628128400327,0.8825,0.878,0.888,0.8645,0.897
lr,beta_1,baseline,classic,0.95,0.8632590241855483,0.935,0.8679605655380793,0.8665368156934685,0.8696742586917569,0.8591319186383884,0.8729024309846255,0.935,0.932,0.9385,0.924,0.9455
lr,beta_1,baseline,classic,0.975,0.987217697213523,0.963,0.992594350914628,0.9909661593711566,0.9945541198385606,0.9824979647574742,0.9982458377678127,0.963,0.959,0.9655,0.9555,0.9775
lr,beta_2,P1,naive_ml,0.9,0.003099755735551244,0.8965,0.0031010760626238197,0.0030996272273560305,0.0031021008414825017,0.003098842004998582,0.003103757360502723,0.898,0.8955,0.9025,0.885,0.9105
lr,beta_2,P1,naive_ml,0.95,0.0036935867745337913,0.949,0.0036951600412778165,0.003693433647574521,0.0036963811406037555,0.0036924979974259434,0.0036983550047617266,0.949,0.947,0.952,0.941,0.9595
lr,beta_2,P1,naive_ml,0.975,0.004223963060743895,0.9755,0.004225762238891615,0.004223787945697454,0.004227158680551465,0.004222717941956752,0.004229415979431711,0.975,0.973,0.977,0.9685,0.985
lr,beta_2,P1,ppi,0.9,0.8521868341791995,0.893,0.8517156842444676,0.8508203620868849,0.8527988799298635,0.8459946993906008,0.855275694524301,0.8945,0.8905,0.9025,0.88,0.9105
lr,beta_2,P1,ppi,0.95,1.0154432441420638,0.9525,1.0148818343678072,1.0138149922156063,1.016172541636099,1.008064860452346,1.0191238482581213,0.9455,0.9415,0.951,0.935,0.956
lr,beta_2,P1,ppi,0.975,1.1612546327896656,0.976,1.1606126080334755,1.159392573926358,1.162088652907007,1.1528167586971343,1.1654637489622315,0.9715,0.969,0.9735,0.9655,0.9835
lr,beta_2,P1,ppi_plus_plus,0.9,0.8326947561089827,0.8875,0.833529464148072,0.831938078724019,0.8343102743119261,0.8281148046443781,0.8363554564269734,0.888,0.885,0.8955,0.8685,0.904
lr,beta_2,P1,ppi_plus_plus,0.95,0.9922170005569225,0.941,0.9932116165321209,0.9913153638409624,0.994142009227764,0.986759651784678,0.9965789940278919,0.9405,0.936,0.945,0.9275,0.9515
lr,beta_2,P1,ppi_plus_plus,0.975,1.1346932438384516,0.972,1.1358306805348917,1.1336621376495586,1.1368946718848403,1.128452253432461,1.1396815926758455,0.9685,0.966,0.9705,0.9615,0.9775
lr,beta_2,P2,naive_ml,0.9,6.617340894787436e-17,1.0,6.59908440145486e-17,6.559653372225757e-17,6.633378670926696e-17,6.304129108628744e-17,6.762947123546904e-17,1.0,1.0,1.0,1.0,1.0
lr,beta_2,P2,naive_ml,0.95,7.885048015637234e-17,1.0,7.863294062075966e-17,7.816309092777738e-17,7.90415820459875e-17,7.511833153022231e-17,8.05854853849059e-17,1.0,1.0,1.0,1.0,1.0
lr,beta_2,P2,naive_ml,0.975,9.017292291568695e-17,1.0,8.992414604410617e-17,8.938682883229928e-17,9.039146585831909e-17,8.590486075920649e-17,9.215706419701574e-17,1.0,1.0,1.0,1.0,1.0
lr,beta_2,P2,ppi,0.9,0.8538206436524519,0.893,0.853354118325146,0.8523581242968621,0.8544169649207259,0.8472843859517867,0.8569129631893297,0.896,0.891,0.902,0.8775,0.908
lr,beta_2,P2,ppi,0.95,1.0173900482057787,0.949,1.016834148991158,1.015647348906173,1.0181006088233837,1.0096016167751272,1.0210747742030732,0.946,0.9415,0.949,0.9345,0.956
lr,beta_2,P2,ppi,0.975,1.1634809859129644,0.974,1.1628452629987889,1.1614880457393946,1.164293578653947,1.154574183752247,1.1676948158434923,0.971,0.9695,0.9735,0.965,0.9825
lr,beta_2,P2,ppi_plus_plus,0.9,0.8328523208417437,0.885,0.8337894109123712,0.8322123499235182,0.8345315741733682,0.8282471085109664,0.8366207484442338,0.888,0.8835,0.8945,0.8685,0.9045
lr,beta_2,P2,ppi_plus_plus,0.95,0.9924047505161803,0.9395,0.9935213622064946,0.9916421781326478,0.9944057042770367,0.986917301565354,0.9968951089640157,0.9405,0.937,0.9445,0.928,0.9515
lr,beta_2,P2,ppi_plus_plus,0.975,1.1349079535341964,0.9715,1.1361849037782177,1.1340358804583945,1.1371962319172513,1.1286325407495736,1.1400430997676363,0.969,0.9665,0.9705,0.9605,0.9775
lr,beta_2,P3,naive_ml,0.9,6.455299599910568e-17,0.0,6.574411727341989e-17,6.483165791231438e-17,6.61881889432182e-17,6.38348946545007e-17,6.746918352431252e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_2,P3,naive_ml,0.95,7.691963903614756e-17,0.0,7.833894757559633e-17,7.725168518590974e-17,7.886809160707601e-17,7.606396850740634e-17,8.039449079676474e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_2,P3,naive_ml,0.975,8.796482491614147e-17,0.0,8.95879374104151e-17,8.834455084561703e-17,9.01930632621195e-17,8.698628537552755e-17,9.193864396368808e-17,0.0,0.0,0.0,0.0,0.0
lr,beta_2,P3,ppi,0.9,0.8521293144847202,0.8925,0.8516753484348414,0.850765625046527,0.8527466221619331,0.8459150762570352,0.8552336458090433,0.894,0.891,0.902,0.8805,0.91
lr,beta_2,P3,ppi,0.95,1.0153747051986959,0.9515,1.0148337712861688,1.0137497690091404,1.016110272664938,1.0079699836368206,1.0190737441235354,0.9455,0.942,0.9505,0.935,0.9565
lr,beta_2,P3,ppi,0.975,1.161176252076644,0.9765,1.160557643389669,1.1593179850696054,1.1620174424955392,1.1527082581559092,1.1654064501828585,0.9715,0.9695,0.9735,0.9645,0.984
lr,beta_2,P3,ppi_plus_plus,0.9,0.8326321949419034,0.8855,0.8335157072390809,0.8318801645542977,0.8342881009610448,0.8280710358997058,0.836313844902528,0.887,0.885,0.896,0.869,0.9035
lr,beta_2,P3,ppi_plus_plus,0.95,0.9921424543284372,0.9405,0.9931952241639973,0.9912463548513568,0.994115588050564,0.986707498108631,0.9965294108382874,0.9405,0.937,0.9445,0.927,0.951
lr,beta_2,P3,ppi_plus_plus,0.975,1.1346079932312054,0.972,1.1358119343237831,1.1335832193945514,1.1368644567895099,1.1283926108101114,1.1396248896459447,0.9685,0.9665,0.9705,0.961,0.9775
lr,beta_2,P4,naive_ml,0.9,0.03099755735551243,0.8965,0.03101076062623825,0.030996272273560325,0.03102100841482503,0.030988420049985872,0.031037573605027343,0.898,0.8955,0.9025,0.885,0.9105
lr,beta_2,P4,naive_ml,0.95,0.03693586774533792,0.949,0.03695160041277825,0.0369343364757453,0.0369638114060376,0.036924979974259454,0.03698355004761735,0.949,0.947,0.952,0.941,0.9595
lr,beta_2,P4,naive_ml,0.975,0.042239630607438974,0.9755,0.04225762238891616,0.04223787945697457,0.042271586805514745,0.042227179419567544,0.042294159794317186,0.975,0.973,0.977,0.9685,0.985
lr,beta_2,P4,ppi,0.9,0.8585014586218023,0.8885,0.8578814798634059,0.8570382190980647,0.858876407007027,0.852515254966651,0.8613908939930307,0.8945,0.889,0.9,0.8785,0.9065
lr,beta_2,P4,ppi,0.95,1.0229675832568652,0.948,1.02222883300108,1.021224025823982,1.023414361814579,1.0158345816474956,1.026410557859874,0.9455,0.942,0.949,0.9325,0.955
lr,beta_2,P4,ppi,0.975,1.1698594206063695,0.9735,1.1690145903689801,1.1678654990768766,1.17037035381014,1.1617021639478993,1.1737967851330322,0.971,0.969,0.975,0.9665,0.981
lr,beta_2,P4,ppi_plus_plus,0.9,0.8332792133879411,0.886,0.8339807763865911,0.8326492732444499,0.8348154645873438,0.8285616592560379,0.8369453887897352,0.8875,0.882,0.893,0.866,0.9025
lr,beta_2,P4,ppi_plus_plus,0.95,0.9929134243593162,0.9395,0.9937493882333734,0.9921628043810834,0.9947439805697308,0.9872921118959197,0.9972819417950252,0.9405,0.9355,0.945,0.927,0.9525
lr,beta_2,P4,ppi_plus_plus,0.975,1.1354896698047263,0.969,1.1364456729365517,1.1346312654259318,1.1375830825997666,1.1290611715325318,1.1404854794079744,0.968,0.9655,0.9705,0.9615,0.9745
lr,beta_2,baseline,classic,0.9,0.8445632759065239,0.8845,0.8452786192717361,0.8431584406955251,0.8458918162374203,0.8402176971923602,0.8485179246002668,0.888,0.8835,0.893,0.865,0.908
lr,beta_2,baseline,classic,0.95,1.0063592141690225,0.939,1.0072115983626246,1.0046852497671745,1.0079422676139633,1.0011811377540834,1.0110714687333449,0.9405,0.9375,0.944,0.9295,0.9515
lr,beta_2,baseline,classic,0.975,1.1508661921245256,0.9695,1.1518409734325332,1.1489518567562143,1.1526765622830644,1.1449445758643575,1.1562550973885732,0.9685,0.9655,0.9705,0.962,0.9765
mean,theta,P1,naive_ml,0.9,0.08064473774833068,0.897,0.08059735898305041,0.08056203037969717,0.08061312780523669,0.0805047644371905,0.08067036245689002,0.899,0.895,0.9025,0.889,0.9095
mean,theta,P1,naive_ml,0.95,0.0960941319881161,0.949,0.09603767670719617,0.09599558007983533,0.09605646641775616,0.09592734350059584,0.09612466571164459,0.95,0.946,0.9515,0.9395,0.955
mean,theta,P1,naive_ml,0.975,0.10989265682631298,0.973,0.10982809491515569,0.10977995347167299,0.10984958271229496,0.10970191854040046,0.10992757500426995,0.9745,0.972,0.977,0.9635,0.9805
mean,theta,P1,ppi,0.9,0.43094106499982765,0.8875,0.43086572899958436,0.43035603787670335,0.4313641965838459,0.4279663658495602,0.43233481396223716,0.8975,0.894,0.9025,0.886,0.9095
mean,theta,P1,ppi,0.95,0.5134979508325066,0.938,0.5134081824514195,0.5128008480189099,0.5140021432127942,0.5099533781703363,0.5151587051543818,0.9475,0.945,0.95,0.937,0.954
mean,theta,P1,ppi,0.975,0.5872330903496817,0.964,0.5871304317825802,0.5864358878703787,0.5878096816469337,0.5831795389090155,0.589132318751986,0.9735,0.97,0.975,0.9625,0.9815
mean,theta,P1,ppi_plus_plus,0.9,0.42771082671960214,0.883,0.42779345078775316,0.42706971215604045,0.42805607620470265,0.4245723783361891,0.4290392036696534,0.895,0.89,0.8975,0.886,0.905
mean,theta,P1,ppi_plus_plus,0.95,0.509648884516218,0.937,0.5097473371658514,0.5088849493952101,0.5100602746517243,0.5059091926080521,0.5112317432808721,0.946,0.9415,0.9485,0.935,0.951
mean,theta,P1,ppi_plus_plus,0.975,0.5828313218436724,0.963,0.5829439116867321,0.5819576903497019,0.5833017850660098,0.5785546332363899,0.5846414693670422,0.971,0.9685,0.974,0.961,0.9765
mean,theta,P2,naive_ml,0.9,0.08063016459517279,0.22,0.08058317618082694,0.08054507748275631,0.08059785295018126,0.08049031365972656,0.08065728682249611,0.2115,0.2065,0.219,0.191,0.234
mean,theta,P2,naive_ml,0.95,0.09607676700507892,0.3255,0.09602077685598616,0.09597537945718257,0.09603826530533674,0.09591012433719165,0.09610908513227434,0.3115,0.309,0.3235,0.295,0.3365
mean,theta,P2,naive_ml,0.975,0.10987279833878388,0.4285,0.10980876834951617,0.10975685216416395,0.10982876803235958,0.10968222681130486,0.10990975714977183,0.4165,0.412,0.4235,0.402,0.4405
mean,theta,P2,ppi,0.9,0.43089991305645514,0.8875,0.4308361893899699,0.43034100926869856,0.43133486592681375,0.42792077025002734,0.43230612597004203,0.8965,0.8935,0.9025,0.886,0.9075
mean,theta,P2,ppi,0.95,0.513448915267527,0.9375,0.5133729838355608,0.5127829403279501,0.5139671935792922,0.5098990476624552,0.5151245213032662,0.9475,0.9445,0.9495,0.9365,0.954
mean,theta,P2,ppi,0.975,0.587177013579923,0.964,0.5870901788625168,0.5864154087454161,0.5877697134615625,0.5831174068752061,0.5890932263106283,0.9735,0.9695,0.9745,0.9625,0.9815
mean,theta,P2,ppi_plus_plus,0.9,0.42767719997711157,0.883,0.4277664566978995,0.42705875010150723,0.4280179800019874,0.42454279870460554,0.4290150258216713,0.8945,0.891,0.897,0.8845,0.9055
mean,theta,P2,ppi_plus_plus,0.95,0.5096088157811516,0.937,0.5097151717238669,0.5088718873015806,0.5100148802263175,0.5058739463030723,0.5112029335980566,0.946,0.942,0.9485,0.9345,0.9515
mean,theta,P2,ppi_plus_plus,0.975,0.5827854994853129,0.9625,0.5829071274856135,0.5819427526199689,0.5832498722810167,0.5785143257793426,0.5846085227914143,0.971,0.968,0.9735,0.9615,0.9765
mean,theta,P3,naive_ml,0.9,0.07691640610824457,0.8955,0.07687365856234488,0.07684367245969209,0.07688813024852988,0.07678140136190469,0.07693399051827612,0.898,0.895,0.904,0.8895,0.909
mean,theta,P3,naive_ml,0.95,0.0916515508263297,0.949,0.09160061398367224,0.09156488333854185,0.09161785806135404,0.09149068274893253,0.09167250394324354,0.949,0.9455,0.952,0.9395,0.9555
mean,theta,P3,naive_ml,0.975,0.10481214840259778,0.9735,0.10475389734341052,0.10471303599795383,0.10477361756432067,0.1046281806611971,0.10483611025790392,0.974,0.9725,0.9765,0.966,0.9815
mean,theta,P3,ppi,0.9,0.4310523741838326,0.8815,0.43101130154268946,0.43036901925472926,0.4313869593626558,0.42786423183106953,0.4323411771235607,0.897,0.8935,0.9015,0.886,0.91
mean,theta,P3,ppi,0.95,0.5136305839058831,0.939,0.513581642835341,0.5128163162848911,0.514029266736689,0.5098316779809925,0.5151662873287568,0.9475,0.9445,0.95,0.9395,0.955
mean,theta,P3,ppi,0.975,0.587384768714579,0.9655,0.587328800008079,0.5864535772839777,0.5878406999416156,0.5830403633228861,0.5891409896798498,0.973,0.9705,0.976,0.9625,0.979
mean,theta,P3,ppi_plus_plus,0.9,0.42863561672909656,0.8805,0.428654694635737,0.42795631830162045,0.4289293541902386,0.42536725218244564,0.42988591572945295,0.8945,0.889,0.8975,0.884,0.906
mean,theta,P3,ppi_plus_plus,0.95,0.5107508397796962,0.9375,0.5107735725075843,0.5099414057785223,0.5111008495527941,0.5068563432148828,0.5122406629289734,0.9455,0.9415,0.949,0.938,0.9515
mean,theta,P3,ppi_plus_plus,0.975,0.5840915110883411,0.964,0.5841175080957847,0.5831658473555594,0.5844917801066991,0.579637788830243,0.5857952636556213,0.972,0.9685,0.974,0.963,0.9755
mean,theta,P4,naive_ml,0.9,0.08210240033307767,0.895,0.08204945904969428,0.08202349547952609,0.08207729472551563,0.08196025738343872,0.08211363354816313,0.898,0.892,0.9035,0.8855,0.9135
mean,theta,P4,naive_ml,0.95,0.09783104408831961,0.948,0.09776796065826404,0.09773702315622412,0.09780112891178,0.09766167031707099,0.0978444292896755,0.949,0.9465,0.951,0.937,0.9575
