experiment,replicate,target,parameter,learner,learner_label,learner_model,method,method_label,confidence_level,estimate,truth,ci_low,ci_high,ci_width,covered,quality_metric,quality_value,selected_lambda,lambda_source,backend,package_version,status,warning,tuned_params,validation_score,n_total,n_labelled,n_unlabelled,n_train,n_inference,relative_width_rep
a_mean,0,smooth_proportion,smooth_proportion,lin,LIN,Logistic Regression,cross_ppi,Cross-PPI,0.975,0.22506485863359424,0.22373850101170237,0.21995648683514588,0.2301732304320426,0.010216743596896727,True,Brier,0.11915602446267817,,,ppi-python,0.2.3,ok,,"{""model__C"": 10.0}",0.12098430728024666,239695,23970,215725,4794,19176,0.8428931814799315
a_mean,0,smooth_proportion,smooth_proportion,lin,LIN,Logistic Regression,naive_ml,Naive ML,0.9,0.2288401078676542,0.22373850101170237,0.22797228768603858,0.22970792804926984,0.0017356403632312611,False,Brier,0.11915602446267817,,,internal,,ok,,"{""model__C"": 10.0}",0.12098430728024666,239695,23970,215725,4794,19176,0.195124780255887
a_mean,0,smooth_proportion,smooth_proportion,lin,LIN,Logistic Regression,naive_ml,Naive ML,0.95,0.2288401078676542,0.22373850101170237,0.2278060363410734,0.22987417939423502,0.0020681430531616085,False,Brier,0.11915602446267817,,,internal,,ok,,"{""model__C"": 10.0}",0.12098430728024666,239695,23970,215725,4794,19176,0.19512478025589117
a_mean,0,smooth_proportion,smooth_proportion,lin,LIN,Logistic Regression,naive_ml,Naive ML,0.975,0.2288401078676542,0.22373850101170237,0.22765755004592939,0.23002266568937904,0.0023651156434496556,False,Brier,0.11915602446267817,,,internal,,ok,,"{""model__C"": 10.0}",0.12098430728024666,239695,23970,215725,4794,19176,0.19512478025588906
a_mean,0,smooth_proportion,smooth_proportion,lin,LIN,Logistic Regression,ppi,PPI,0.9,0.2242508616505224,0.22373850101170237,0.22006006811436235,0.22844165518668247,0.008381587072320118,True,Brier,0.11915602446267817,,,internal,,ok,,"{""model__C"": 10.0}",0.12098430728024666,239695,23970,215725,4794,19176,0.9422777727047674
a_mean,0,smooth_proportion,smooth_proportion,lin,LIN,Logistic Regression,ppi,PPI,0.95,0.2242508616505224,0.22373850101170237,0.21925722315106505,0.22924450014997977,0.009987276998914718,True,Brier,0.11915602446267817,,,internal,,ok,,"{""model__C"": 10.0}",0.12098430728024666,239695,23970,215725,4794,19176,0.9422777727047639
a_mean,0,smooth_proportion,smooth_proportion,lin,LIN,Logistic Regression,ppi,PPI,0.975,0.2242508616505224,0.22373850101170237,0.2185401674532597,0.22996155584778513,0.011421388394525445,True,Brier,0.11915602446267817,,,internal,,ok,,"{""model__C"": 10.0}",0.12098430728024666,239695,23970,215725,4794,19176,0.9422777727047652
a_mean,0,smooth_proportion,smooth_proportion,lin,LIN,Logistic Regression,ppi_plus_plus_v1,PPI++V1,0.9,0.22450755463259098,0.22373850101170237,0.22033109690386757,0.2286840123613144,0.008352915457446819,True,Brier,0.11915602446267817,,package_internal_not_exposed,ppi-python,0.2.3,ok,,"{""model__C"": 10.0}",0.12098430728024666,239695,23970,215725,4794,19176,0.9390544421863883
a_mean,0,smooth_proportion,smooth_proportion,lin,LIN,Logistic Regression,ppi_plus_plus_v1,PPI++V1,0.95,0.22450755463259098,0.22373850101170237,0.21953099830130027,0.2294841109638817,0.00995311266258142,True,Brier,0.11915602446267817,,package_internal_not_exposed,ppi-python,0.2.3,ok,,"{""model__C"": 10.0}",0.12098430728024666,239695,23970,215725,4794,19176,0.9390544421863879
a_mean,0,smooth_proportion,smooth_proportion,lin,LIN,Logistic Regression,ppi_plus_plus_v1,PPI++V1,0.975,0.22450755463259098,0.22373850101170237,0.2188163954975152,0.23019871376766676,0.01138231827015157,True,Brier,0.11915602446267817,,package_internal_not_exposed,ppi-python,0.2.3,ok,,"{""model__C"": 10.0}",0.12098430728024666,239695,23970,215725,4794,19176,0.939054442186388
