experiment,target,parameter,learner,learner_label,learner_model,quality_metric,method,method_label,confidence_level,coverage,avg_width,sd_ci_low,sd_ci_high,quality_value_mean,quality_value_sd,relative_width_rep_mean,relative_width_rep_sd,relative_width_rep_median,relative_width_rep_q25,relative_width_rep_q75,median_lambda,n_success,coverage_error,n_failed,classic_avg_width,relative_width
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,cross_ppi,Cross-PPI,0.95,0.95,0.008970827559142903,0.002266324480461491,0.0022832364544143214,0.12369319114733114,0.0019753792720748524,0.8505589834038271,0.0028638894287231448,0.8503431180159053,0.8487806540853309,0.8524196459876981,,100,0.0,0,0.01054700113522142,0.8505571815276545
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,naive_ml,Naive ML,0.95,0.17,0.002083415116798324,0.004083895133192516,0.00413812068143379,0.12369319114733114,0.0019753792720748524,0.19752697033376854,0.008003347993170847,0.19871316388073434,0.19426733399811827,0.2028624932492671,,100,-0.7799999999999999,0,0.01054700113522142,0.19753625604920214
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,ppi,PPI,0.95,0.99,0.010171152862320287,0.0021567714285964197,0.0021577518698332175,0.12369319114733114,0.0019753792720748524,0.9643719050416081,0.007590983036926875,0.9644717827406818,0.958882870172694,0.9675862227176839,,100,0.040000000000000036,0,0.01054700113522142,0.9643644417894299
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,ppi_plus_plus_v1,PPI++V1,0.95,0.99,0.010095915858192861,0.0021177114524118744,0.002120627719049658,0.12369319114733114,0.0019753792720748524,0.9572404170265243,0.0064483056569365265,0.9565843441480779,0.9526336406921566,0.9619398359267133,,100,0.040000000000000036,0,0.01054700113522142,0.9572309444888394
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,ppi_plus_plus_v2,PPI++V2,0.95,0.99,0.010096274645034563,0.0021151117176524178,0.002118126448963561,0.12369319114733114,0.0019753792720748524,0.9572744297338125,0.006446386131324577,0.95661147215219,0.9526615978787227,0.9619697592810671,0.825,100,0.040000000000000036,0,0.01054700113522142,0.9572649623899567
a_mean,smooth_proportion,smooth_proportion,gb,GB,Histogram Gradient Boosting Classifier,Brier,cross_ppi,Cross-PPI,0.95,0.96,0.008800314334557233,0.002183181146393096,0.002195572838234872,0.11778137262862101,0.0012616500288976612,0.8343929779849358,0.002859733720193821,0.8343707064838972,0.8323083880239387,0.8360795574291553,,100,0.010000000000000009,0,0.01054700113522142,0.8343901950639624
a_mean,smooth_proportion,smooth_proportion,gb,GB,Histogram Gradient Boosting Classifier,Brier,naive_ml,Naive ML,0.95,0.21,0.002008100335989393,0.0037031893025500306,0.0037298358460786927,0.11778137262862101,0.0012616500288976612,0.19039311807026102,0.003917932889582952,0.19066311432797306,0.1877291587585033,0.1928279698032102,,100,-0.74,0,0.01054700113522142,0.1903953844551507
a_mean,smooth_proportion,smooth_proportion,gb,GB,Histogram Gradient Boosting Classifier,Brier,ppi,PPI,0.95,0.99,0.0099200181340635,0.0022431556787228693,0.002260775666638754,0.11778137262862101,0.0012616500288976612,0.9405556062140298,0.003973175408945236,0.9404869229806951,0.9377044524759162,0.9431658745440232,,100,0.040000000000000036,0,0.01054700113522142,0.94055343380365
a_mean,smooth_proportion,smooth_proportion,gb,GB,Histogram Gradient Boosting Classifier,Brier,ppi_plus_plus_v1,PPI++V1,0.95,0.98,0.009899137337846827,0.002214836660889055,0.0022332780977812345,0.11778137262862101,0.0012616500288976612,0.9385762653151184,0.003527890207419377,0.9381611623889031,0.9360300717255257,0.9408456912382346,,100,0.030000000000000027,0,0.01054700113522142,0.9385736486543963
a_mean,smooth_proportion,smooth_proportion,gb,GB,Histogram Gradient Boosting Classifier,Brier,ppi_plus_plus_v2,PPI++V2,0.95,0.98,0.009899437414907775,0.002214404060355562,0.0022328795311825087,0.11778137262862101,0.0012616500288976612,0.9386047164953866,0.0035247265450769716,0.9381824544731003,0.9360536614976039,0.940862507617449,0.9,100,0.030000000000000027,0,0.01054700113522142,0.9386021000650959
