experiment,target,parameter,learner,learner_label,learner_model,quality_metric,method,method_label,confidence_level,coverage,avg_width,sd_ci_low,sd_ci_high,quality_value_mean,quality_value_sd,relative_width_rep_mean,relative_width_rep_sd,relative_width_rep_median,relative_width_rep_q25,relative_width_rep_q75,median_lambda,n_success,coverage_error,n_failed,classic_avg_width,relative_width
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,cross_ppi,Cross-PPI,0.9,0.93,0.007528555812149347,0.0022676582739492887,0.0022818514097859067,0.12369319114733114,0.0019753792720748524,0.8505589834038265,0.0028638894287232397,0.8503431180159046,0.8487806540853317,0.8524196459876958,,100,0.030000000000000027,0,0.00885132237509016,0.850557181527654
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,cross_ppi,Cross-PPI,0.95,0.95,0.008970827559142903,0.002266324480461491,0.0022832364544143214,0.12369319114733114,0.0019753792720748524,0.8505589834038271,0.0028638894287231448,0.8503431180159053,0.8487806540853309,0.8524196459876981,,100,0.0,0,0.01054700113522142,0.8505571815276545
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,cross_ppi,Cross-PPI,0.975,0.98,0.010258983082617771,0.0022651370410347086,0.0022844772433790322,0.12369319114733114,0.0019753792720748524,0.8505589834038271,0.002863889428722874,0.8503431180159065,0.8487806540853315,0.8524196459877003,,100,0.0050000000000000044,0,0.012061485465553284,0.8505571815276546
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,naive_ml,Naive ML,0.9,0.14,0.0017484570830598434,0.004088212131977975,0.004133720109176843,0.12369319114733114,0.0019753792720748524,0.19752697033376868,0.008003347993170772,0.19871316388073407,0.19426733399811957,0.20286249324926914,,100,-0.76,0,0.00885132237509016,0.1975362560492023
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,naive_ml,Naive ML,0.95,0.17,0.002083415116798324,0.004083895133192516,0.00413812068143379,0.12369319114733114,0.0019753792720748524,0.19752697033376854,0.008003347993170847,0.19871316388073434,0.19426733399811827,0.2028624932492671,,100,-0.7799999999999999,0,0.01054700113522142,0.19753625604920214
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,naive_ml,Naive ML,0.975,0.19,0.0023825806812572637,0.004080045732531787,0.004142057079006144,0.12369319114733114,0.0019753792720748524,0.19752697033376854,0.00800334799317104,0.1987131638807334,0.1942673339981179,0.20286249324926792,,100,-0.7849999999999999,0,0.012061485465553284,0.19753625604920216
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,ppi,PPI,0.9,0.95,0.00853590056135211,0.0021567397297854664,0.0021575625841546604,0.12369319114733114,0.0019753792720748524,0.9643719050416076,0.007590983036927259,0.9644717827406808,0.9588828701726931,0.967586222717683,,100,0.04999999999999993,0,0.00885132237509016,0.9643644417894295
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,ppi,PPI,0.95,0.99,0.010171152862320287,0.0021567714285964197,0.0021577518698332175,0.12369319114733114,0.0019753792720748524,0.9643719050416081,0.007590983036926875,0.9644717827406818,0.958882870172694,0.9675862227176839,,100,0.040000000000000036,0,0.01054700113522142,0.9643644417894299
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,ppi,PPI,0.975,0.99,0.011631667698139612,0.0021568160763560575,0.0021579372431360646,0.12369319114733114,0.0019753792720748524,0.9643719050416079,0.0075909830369267186,0.9644717827406818,0.9588828701726978,0.9675862227176819,,100,0.015000000000000013,0,0.012061485465553284,0.9643644417894297
a_mean,smooth_proportion,smooth_proportion,dt,DT,Decision Tree Classifier,Brier,ppi_plus_plus_v1,PPI++V1,0.9,0.95,0.008472759677082753,0.0021178723161977085,0.0021203198092243445,0.12369319114733114,0.0019753792720748524,0.9572404170265243,0.006448305656936803,0.956584344148077,0.9526336406921557,0.9619398359267145,0.8391043323324978,100,0.04999999999999993,0,0.00885132237509016,0.9572309444888395
