experiment,target,parameter,learner,learner_label,learner_model,quality_metric,method,method_label,confidence_level,coverage,avg_width,sd_ci_low,sd_ci_high,quality_value_mean,quality_value_sd,relative_width_rep_mean,relative_width_rep_sd,relative_width_rep_median,relative_width_rep_q25,relative_width_rep_q75,median_lambda,n_success,coverage_error,n_failed,classic_avg_width,relative_width
b_lr,income_on_age_sex,AGEP,dt,DT,Decision Tree Regressor,MSE,cross_ppi,Cross-PPI,0.95,0.96,62.79105771994539,14.226326113160862,15.399907822055418,4425143797.5340395,179707911.18746486,0.8501090723927456,0.01055839980362441,0.8484012600034074,0.8428121373358142,0.8560260617514411,,100,0.010000000000000009,0,73.85344010754687,0.850211684499839
b_lr,income_on_age_sex,AGEP,dt,DT,Decision Tree Regressor,MSE,naive_ml,Naive ML,0.95,0.09,14.680200856852675,51.59736782147588,51.84142655262988,4425143797.5340395,179707911.18746486,0.19888556790994832,0.010799311109910562,0.19671044152261657,0.19131873681573033,0.20559219179236038,,100,-0.86,0,73.85344010754687,0.1987747738693698
b_lr,income_on_age_sex,AGEP,dt,DT,Decision Tree Regressor,MSE,ppi,PPI,0.95,1.0,71.46237449901736,16.63298094046427,17.940901634857166,4425143797.5340395,179707911.18746486,0.967575979527343,0.01825688152315178,0.9680841128652043,0.9577342218548549,0.9790641747664308,,100,0.050000000000000044,0,73.85344010754687,0.9676241810124538
b_lr,income_on_age_sex,AGEP,dt,DT,Decision Tree Regressor,MSE,ppi_plus_plus_v1,PPI++V1,0.95,0.99,70.77276470490466,16.107518133175304,17.456814223577815,4425143797.5340395,179707911.18746486,0.958217087402723,0.01828669093710132,0.9576079092339456,0.9478973285159852,0.9698704550082371,0.8109686454405708,100,0.040000000000000036,0,73.85344010754687,0.9582866363685149
b_lr,income_on_age_sex,AGEP,dt,DT,Decision Tree Regressor,MSE,ppi_plus_plus_v2,PPI++V2,0.95,0.99,70.78312899932713,16.1085721173173,17.474231312135817,4425143797.5340395,179707911.18746486,0.9583587773550388,0.017930375395308385,0.9579032839609483,0.9475429206658177,0.9706340552404713,0.8,100,0.040000000000000036,0,73.85344010754687,0.958426972342132
b_lr,income_on_age_sex,AGEP,gb,GB,Histogram Gradient Boosting Regressor,MSE,cross_ppi,Cross-PPI,0.95,0.97,61.57873156790751,13.744168996074556,14.94300368439927,4079748253.61213,171188886.03911537,0.8336803077837428,0.01020115745117383,0.8328370408735177,0.8262774926481677,0.8402819590562411,,100,0.020000000000000018,0,73.85344010754687,0.8337963875242008
b_lr,income_on_age_sex,AGEP,gb,GB,Histogram Gradient Boosting Regressor,MSE,naive_ml,Naive ML,0.95,0.15,14.790591909114951,37.44556923072016,37.837050255898006,4079748253.61213,171188886.03911537,0.20035433137958858,0.010445561130179526,0.19855953717302718,0.193101569690116,0.20919559936875443,,100,-0.7999999999999999,0,73.85344010754687,0.20026950521975134
b_lr,income_on_age_sex,AGEP,gb,GB,Histogram Gradient Boosting Regressor,MSE,ppi,PPI,0.95,0.99,69.41562385745925,16.230108076884946,17.547601798384296,4079748253.61213,171188886.03911537,0.9398214791254722,0.01659969392524742,0.9411923750879619,0.9289004250351325,0.9494157125995146,,100,0.040000000000000036,0,73.85344010754687,0.9399105005315231
b_lr,income_on_age_sex,AGEP,gb,GB,Histogram Gradient Boosting Regressor,MSE,ppi_plus_plus_v1,PPI++V1,0.95,1.0,69.03661243288565,15.866345263809665,17.229268180483654,4079748253.61213,171188886.03911537,0.934691010996086,0.017233923319477845,0.9364669433130113,0.9226886582237193,0.9461117652452766,0.8812983883123156,100,0.050000000000000044,0,73.85344010754687,0.9347785605159779
b_lr,income_on_age_sex,AGEP,gb,GB,Histogram Gradient Boosting Regressor,MSE,ppi_plus_plus_v2,PPI++V2,0.95,1.0,69.03786756207727,15.920889612291447,17.298069568548367,4079748253.61213,171188886.03911537,0.9347086883583011,0.017117700065303307,0.936650882514906,0.9230224275574639,0.9461223621185808,0.875,100,0.050000000000000044,0,73.85344010754687,0.9347955553802629
